protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,2.8027937723987115,,2.80703,4.5772810741598935,20726071.0,,,82.351287443456,199924978.0,179932480.2,21660502.588207614,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695343+00:00
Aave,Ethereum,PYUSD,2.8378965119558406,,2.79837,4.34252891359772,3031926.0,,,73.14574498865703,20998993.89,17999137.62,3032636.8213345385,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695665+00:00
Aave,Ethereum,USDT,2.8910209398578,4.27,7.08957,3.780254219185227,80205109.0,,,85.34269337358378,3477905179.2,2572450554.96,416345629.4022095,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695211+00:00
Aave,Ethereum,USDC,3.323190415557435,3.6,6.87033,4.054071807426304,64451605.0,,,91.40178396567745,2499497400.0,2249547660.0,182534782.17909804,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695234+00:00
Aave,Ethereum,USDS,0.13794201322060334,3.28681,3.42466,5.682706963595668,11910150.0,,,3.325386286338481,49992183.5,34194653.514,11910647.48863148,False,False,False,7,审计成熟/头部流动性,2,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695416+00:00
Aave,Base,USDC,3.0798394880667184,,3.0119,4.190547044724557,33194899.0,,,82.10233647058102,229951207.8,206956087.02,32555843.02311324,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695293+00:00
Aave,Arbitrum,USDC,2.7203495347823936,,2.68278,3.7077409582117866,29959908.0,,,81.91477264839747,249969505.0,224972554.5,29955299.721093137,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695304+00:00
Aave,Arbitrum,DAI,2.002804178633995,,1.98295,3.9071451788408504,1109045.0,,,68.98932375101319,4898668.327,4408801.4943,1109094.073086655,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-07-15T12:02:33.695995+00:00
Spark,Ethereum,USDT,2.75,,2.75,,404318802.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-07-15T12:02:33.695129+00:00
Spark,Ethereum,USDC,3.6,,3.6,,286243637.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-07-15T12:02:33.695146+00:00
Spark,Ethereum,USDS,2.20171,,2.20171,,219755027.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-07-15T12:02:33.695159+00:00
