source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.010317999999999999,3.76607,500000.0,VIP0,daily,2026-07-15T12:02:28.159151+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-07-15T12:02:29.206656+00:00
Backpack,USDT,0.010451735297682787,3.814883383654217,50000000.0,Public,annual,2026-07-15T12:02:30.959780+00:00
Binance,USDC,0.012108,4.419420000000001,500000.0,VIP0,daily,2026-07-15T12:02:28.159297+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-07-15T12:02:29.206682+00:00
Backpack,USDC,0.0059050239841795275,2.1553337542255275,300000000.0,Public,annual,2026-07-15T12:02:30.959806+00:00
Binance,BTC,0.001056,0.38544,100.0,VIP0,daily,2026-07-15T12:02:28.159615+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-07-15T12:02:29.206866+00:00
Backpack,BTC,0.0012211556744134036,0.44572182116089226,3000.0,Public,annual,2026-07-15T12:02:30.959842+00:00
Binance,ETH,0.0065450000000000005,2.388925,2000.0,VIP0,daily,2026-07-15T12:02:28.159662+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-07-15T12:02:29.206875+00:00
Backpack,ETH,0.0021760505045258544,0.7942584341519368,20000.0,Public,annual,2026-07-15T12:02:30.959853+00:00
