source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.010712000000000001,3.9098800000000002,500000.0,VIP0,daily,2026-07-29T12:03:49.441346+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-07-29T12:03:50.668693+00:00
Bybit,USDT,0.010712116800000001,3.9099226320000007,8000000.0,No VIP,hourly,2026-07-29T12:03:53.013023+00:00
Backpack,USDT,0.011165210358863038,4.07530178098501,50000000.0,Public,annual,2026-07-29T12:03:55.326565+00:00
Binance,USDC,0.012694,4.63331,500000.0,VIP0,daily,2026-07-29T12:03:49.441758+00:00
OKX,USDC,0.024384,8.90016,1000000.0,Public,daily,2026-07-29T12:03:50.668812+00:00
Bybit,USDC,0.010497554399999998,3.8316073559999997,3500000.0,No VIP,hourly,2026-07-29T12:03:53.013159+00:00
Backpack,USDC,0.006044937688024924,2.2064022561290972,300000000.0,Public,annual,2026-07-29T12:03:55.326702+00:00
Bybit,USDE,0.0136990632,5.000158068,1013200.0,No VIP,hourly,2026-07-29T12:03:53.013354+00:00
Binance,BTC,0.001041,0.379965,100.0,VIP0,daily,2026-07-29T12:03:49.442493+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-07-29T12:03:50.669060+00:00
Bybit,BTC,0.001041012,0.37996938,300.0,No VIP,hourly,2026-07-29T12:03:53.013367+00:00
Backpack,BTC,0.001239806903024215,0.45252951960383847,3000.0,Public,annual,2026-07-29T12:03:55.326749+00:00
Binance,ETH,0.005597,2.042905,2000.0,VIP0,daily,2026-07-29T12:03:49.442608+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-07-29T12:03:50.669072+00:00
Bybit,ETH,0.0055970832,2.042935368,2000.0,No VIP,hourly,2026-07-29T12:03:53.013375+00:00
Backpack,ETH,0.0015438801365504152,0.5635162498409015,20000.0,Public,annual,2026-07-29T12:03:55.326765+00:00
