asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001041,0.379965,100.0,taoli,2026-07-29T12:03:49.442493+00:00
ETH,0.005597,2.042905,2000.0,taoli,2026-07-29T12:03:49.442608+00:00
USDC,0.012694,4.63331,500000.0,taoli,2026-07-29T12:03:49.441758+00:00
USDT,0.010712000000000001,3.9098800000000002,500000.0,taoli,2026-07-29T12:03:49.441346+00:00
