asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.52,3.52,,4614003407.0,DefiLlama API
USYC,circle-usyc,BSC,3.3646,3.3646,,2914659919.0,DefiLlama API
USDC,maple,Ethereum,5.07297,5.07297,0.0,2558508799.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.12074,4.12074,,1540301765.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107976753.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.58688,3.58688,,963472667.0,DefiLlama API
USDT,maple,Ethereum,4.3461,4.3461,0.0,892924763.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,2.83851,2.83851,,870425510.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.24572,3.24572,,821889850.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.68952,3.68952,,732916863.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.55577,3.55577,,654448556.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.55604,3.55604,,633925876.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,533434294.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.17894,,2.17894,509563969.0,DefiLlama API
USDD,justlend-v1,Tron,4.02849,0.00065,4.02784,451937223.0,DefiLlama API
USDC,jupiter-lend,Solana,4.73128,4.02883,0.70245,432108315.0,DefiLlama API
GTUSDCP,morpho-blue,Base,5.03131,5.03131,0.0,422176722.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.81799,4.81799,0.0,383448144.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,4.54523,4.54523,,374690390.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.52,3.52,,360317308.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.68,7.68,,328804940.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.10066,1.9956,3.10506,314360587.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.9778,2.46603,3.51176,279368888.0,DefiLlama API
USDE,morpho-blue,Base,4.5,0.0,4.5,268416435.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,4.54523,4.54523,,260598332.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257880935.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.21807,2.62017,2.5979,253891806.0,DefiLlama API
USDG,maple,Ethereum,4.96577,4.96577,0.0,226757155.0,DefiLlama API
STEAKUSDG,morpho-blue,Robinhood Chain,7.25969,3.01907,4.24062,212483800.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,210857757.0,DefiLlama API
USDS,sky-lending,Ethereum,5.93638,,5.93638,197745794.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.48,6.48,,185615646.0,DefiLlama API
USDE,morpho-blue,Robinhood Chain,4.5,0.0,4.5,184374625.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181713511.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,172087971.0,DefiLlama API
REUSD,re,Ethereum,6.22339,6.22339,,166267991.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,13.84041,13.84041,,156590244.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,6.89395,4.15276,2.74119,149222535.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.61,5.61,,144631557.0,DefiLlama API
USD1,lista-lending,BSC,0.50818,0.50818,0.0,137839778.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137335143.0,DefiLlama API
USD1,dolomite,Ethereum,7.16065,1.44227,5.71838,135152883.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.51,4.51,,133405497.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,123817261.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.5,3.5,0.0,114054046.0,DefiLlama API
AUSD,accountable,Monad,6.5475,6.5475,,111511402.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.24572,3.24572,,110733450.0,DefiLlama API
USDC,accountable,Monad,17.6,17.6,,99850903.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,9.08147,9.08147,,99055418.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.3646,3.3646,,90760382.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.65367,2.65367,0.0,88329285.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.06943,4.06943,0.0,83525019.0,DefiLlama API
ETHENAUSDC,morpho-blue,Base,4.29223,4.29223,0.0,79885077.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.11361,4.11361,0.0,77864787.0,DefiLlama API
MSUSD,mainstreet,Ethereum,6.61517,6.61517,0.0,74434653.0,DefiLlama API
USDC,midas-rwa,Ethereum,10.12,10.12,,70870166.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.36366,3.86253,1.50112,69889980.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.24225,5.24225,,67965725.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.77958,6.77958,,66828906.0,DefiLlama API
STCUSD,cap,Ethereum,5.29937,,,66307944.0,DefiLlama API
USDT,venus-core-pool,BSC,2.3827,2.3827,0.0,65748689.0,DefiLlama API
SFRAX,frax,Ethereum,1.24958,1.24958,,65134391.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.41859,2.58805,0.83054,62051524.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.19497,3.19497,,60520948.0,DefiLlama API
STUSDT,stusdt,Tron,3.48184,,,60092718.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,8.27,,,58598866.0,DefiLlama API
SDAI,sdai,Gnosis,4.18054,4.18054,,57915328.0,DefiLlama API
GTUSDA,gauntlet,Base,4.74897,4.74897,,52787472.0,DefiLlama API
USDC,centrifuge-protocol,Base,4.54523,4.54523,,50249530.0,DefiLlama API
U,lista-lending,BSC,1.73056,1.73056,0.0,49887254.0,DefiLlama API
HYPERUSDCA,morpho-blue,Monad,11.83458,10.76189,1.07268,48997336.0,DefiLlama API
SPARKUSDTBC,morpho-blue,Ethereum,2.98073,2.98073,0.0,47948434.0,DefiLlama API
USDT0,fluid-lending,Plasma,5.07,4.62,0.45,46057852.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,4.94195,4.94195,0.0,42734973.0,DefiLlama API
SUSDU,unitas-usdu,BSC,9.94994,9.94994,,40859443.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.95756,5.95756,,40323453.0,DefiLlama API
AUSD,euler-v2,Monad,7.32995,4.89053,2.43942,39779720.0,DefiLlama API
USDC,fluid-lite,Ethereum,7.65,,,39186613.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,37388751.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.78363,0.56066,4.22297,37150916.0,DefiLlama API
USDC,fluid-lending,Arbitrum,4.99,4.99,,36739261.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,4.92865,4.89402,0.03463,36543086.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.81,,,36415767.0,DefiLlama API
VUSD,curvance,Monad,0.48404,0.0,0.48404,36104063.0,DefiLlama API
USDC,goldfinch,Ethereum,10.21213,10.21213,,35953514.0,DefiLlama API
CTDEFIUSDT,concrete,Ethereum,17.43176,17.43176,,34230542.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,5.51,,,34156896.0,DefiLlama API
STRUSD,tori-finance,Ethereum,9.7982,9.7982,,33189103.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.51071,3.51071,,33072558.0,DefiLlama API
USDT,justlend-v1,Tron,3.44882,3.44882,0.0,32718781.0,DefiLlama API
SFRXUSD,frax,Ethereum,4.09942,4.09942,,32509518.0,DefiLlama API
USDG,aave-v4,Ethereum,0.88099,0.88099,,32111110.0,DefiLlama API
MSUSD,vesper,Ethereum,2.44,2.44,0.0,31921779.0,DefiLlama API
GUSDTQ,morpho-blue,Ethereum,3.31839,3.31839,0.0,30760668.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,5.24471,5.24471,,30705246.0,DefiLlama API
