source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-12T12:01:51.240050+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-12T12:01:54.546956+00:00
Backpack,USDT,0.006603585118584357,2.4103085682832903,50000000.0,Public,annual,2026-04-12T12:01:59.187328+00:00
Binance,USDC,0.007011000000000001,2.559015,100000.0,VIP0,daily,2026-04-12T12:01:51.240276+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-12T12:01:54.547013+00:00
Backpack,USDC,0.004272641209857659,1.5595140415980453,300000000.0,Public,annual,2026-04-12T12:01:59.187407+00:00
Binance,BTC,0.0010869999999999999,0.3967549999999999,60.0,VIP0,daily,2026-04-12T12:01:51.240793+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-12T12:01:54.547348+00:00
Backpack,BTC,0.0005407736390782898,0.19738237826357574,3000.0,Public,annual,2026-04-12T12:01:59.187461+00:00
Binance,ETH,0.007103,2.5925949999999998,400.0,VIP0,daily,2026-04-12T12:01:51.240870+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-12T12:01:54.547365+00:00
Backpack,ETH,0.004919961895446427,1.7957860918379458,20000.0,Public,annual,2026-04-12T12:01:59.187481+00:00
