exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,71424.1,71400.0,,,0.00202847801712,8.0,2.2211834287464,32539.93190000025,USDT
OKX,ETH,2203.5,2202.43,,,0.0032760701711400005,8.0,3.5872968373983003,689686.8990000016,USDT
