asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6473343441.0,DefiLlama API
USDC,maple,Ethereum,4.18407,4.18407,0.0,3559777634.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.57235,3.57235,,3454189616.0,DefiLlama API
USYC,circle-usyc,BSC,3.03054,3.03054,,2553521794.0,DefiLlama API
USDT,maple,Ethereum,3.63447,3.63447,0.0,1963746808.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.54115,3.54115,,1068410202.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,807476269.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.32055,3.32055,,646820152.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.20017,3.20017,,559022416.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,552065177.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.51024,3.51024,,525795754.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.20017,3.20017,,507782482.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.76365,,2.76365,505948083.0,DefiLlama API
USDC,jupiter-lend,Solana,3.73058,2.67506,1.05552,445575906.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,356603465.0,DefiLlama API
USDD,justlend,Tron,4.4116,0.00094,4.41066,355966224.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,245160381.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,6.99,6.99,,243445917.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.75333,,,206015978.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.5,2.53,0.97,199974320.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180015018.0,DefiLlama API
USD1,lista-lending,BSC,0.78403,0.78403,0.0,138540049.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.67506,4.67506,,132922593.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.94,3.41,1.53,127081361.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,125003843.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123752614.0,DefiLlama API
USDT,justlend,Tron,1.77832,1.77832,0.0,120232478.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.51013,3.51013,,111199624.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.03054,3.03054,,110129172.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.1818,1.68807,4.49372,107879544.0,DefiLlama API
USDT,venus-core-pool,BSC,1.69126,1.69126,0.0,107083259.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,104243709.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.30696,1.77554,2.53142,100847563.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.78336,2.78336,,99234680.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.71265,5.71265,,87886663.0,DefiLlama API
SDAI,sdai,Gnosis,4.33822,,,83608565.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.28245,1.4816,4.80085,79995777.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.28503,3.28503,,78398192.0,DefiLlama API
GTUSDA,gauntlet,Base,4.30814,4.30814,,73761939.0,DefiLlama API
USDT,venus-flux,BSC,6.78,1.2,5.58,70937199.0,DefiLlama API
U,lista-lending,BSC,0.27189,0.27189,0.0,69369666.0,DefiLlama API
STCUSD,cap,Ethereum,5.28808,,,68239287.0,DefiLlama API
SFRAX,frax,Ethereum,1.24978,1.24978,,65352736.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.34301,2.32553,0.01749,65222414.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.63709,5.63709,,64655318.0,DefiLlama API
STUSDT,stusdt,Tron,3.61658,,,62215733.0,DefiLlama API
USDC,avantis,Base,10.80722,10.80722,,62060819.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.79825,11.79825,,55405698.0,DefiLlama API
PLASMAUSD,veda,Plasma,2.44954,2.44954,,51657722.0,DefiLlama API
SUSDU,unitas,Solana,8.31087,8.31087,,48921440.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,47409233.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.30658,4.30658,,47106704.0,DefiLlama API
USDC,euler-v2,Ethereum,3.55014,3.55014,,41487689.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24802,3.24802,,41314081.0,DefiLlama API
EARNAUSD,upshift,Monad,7.94438,3.86055,4.08383,38420744.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06449,10.06449,,37256339.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37191439.0,DefiLlama API
USDC,kamino-lend,Solana,2.53147,2.53147,,36796451.0,DefiLlama API
USCC,superstate-uscc,Solana,4.67506,4.67506,,35282138.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,0.90439,0.2015,0.70289,35121442.0,DefiLlama API
USD1,dolomite,Ethereum,3.59004,3.59004,0.0,35076543.0,DefiLlama API
YUSD,aegis,Ethereum,3.78,,,34603114.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49915,3.49915,0.0,34285647.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,3.72,,,32233185.0,DefiLlama API
VBUSDC,yearn-finance,Katana,1.01271,1.01271,0.0,31454184.0,DefiLlama API
SYZUSD,yuzu-money,Plasma,7.34227,7.34227,,31194365.0,DefiLlama API
USDC,fluid-lending,Arbitrum,4.56,3.56,1.0,31178193.0,DefiLlama API
SCRVUSD,crvusd,Ethereum,4.27481,4.27481,,30242807.0,DefiLlama API
