rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,44494474985.17914,-3.16337176,6121153027.892577,38373321957.28656
2,Coinbase Exchange,coinbase-exchange,899011787.9209745,-46.27877437,899011787.9209745,0.0
3,Upbit,upbit,728625732.4626515,-18.41669001,728625732.4626515,0.0
6,OKX,okx,18680435542.176987,1.15840533,1151654722.8563106,17557691103.59345
7,Bybit,bybit,12362950102.441227,-2.84044373,1281578361.4930148,11081371740.948212
8,Bitget,bitget,8031068104.358994,3.25560803,905392227.1916709,7125675877.167322
10,Gate,gate,12071775011.746458,5.10482016,818874965.0646768,11252900046.681782
11,KuCoin,kucoin,4551452948.326653,8.34973718,1636792119.7260323,2914660828.6006203
13,MEXC,mexc,13201788700.975208,-29.29829718,1427519976.6120052,11774268724.363203
21,HTX,htx,3434861663.6219625,18.29067267,1140665448.8025389,2294196214.8194237
