protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,total_apy_method,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,2.3602282706799085,,2.3602282706799085,supply_plus_rewards,4.19722991331496,32766443.0,,,75.65260969520034,199944362.0,179949925.8,32753070.666039597,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.545921+00:00
Aave,Ethereum,PYUSD,3.665279153478184,,3.665279153478184,supply_plus_rewards,4.860155747024283,1477657.0,,,84.27930613351295,21001972.53,18001690.74,1478191.0488665947,False,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.546474+00:00
Aave,Ethereum,USDT,2.999865171513992,1.36,4.359865171513992,supply_plus_rewards,3.8510568082016916,74876921.0,,,86.91134396510883,3477043287.6,3087374643.3,384444259.9126073,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.545841+00:00
Aave,Ethereum,USDC,3.342522777730921,1.46,4.802522777730921,supply_plus_rewards,4.065887972423381,66433866.0,,,91.66431754359566,2499675000.0,2249707500.0,182171109.42119423,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.545852+00:00
Aave,Ethereum,USDS,0.12258567990138894,1.56973,1.692315679901389,supply_plus_rewards,5.6795334254031165,11793881.0,,,2.956995973796336,49992576.0,34194921.984,11791258.580944411,False,False,False,7,审计成熟/头部流动性,2,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.546032+00:00
Aave,Arbitrum,USDC,2.4228553979461753,,2.4228553979461753,supply_plus_rewards,3.498122794988781,38699709.0,,,77.3624074162351,249969630.0,224972667.0,38708215.97141114,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.545894+00:00
Aave,Base,USDC,3.5821486127611837,,3.5821486127611837,supply_plus_rewards,4.521061726048663,20465628.0,,,88.43682573002492,229978032.7,206980229.43,20395416.061664928,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.545964+00:00
Aave,Arbitrum,DAI,2.1744165489738587,,2.1744165489738587,supply_plus_rewards,4.072643625285205,1004431.0,,,71.8541954974486,4898538.183,4408684.3647,1004194.2849876639,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-08-18T12:24:05.546611+00:00
Spark,Ethereum,USDT,3.0,,3.0,supply_plus_rewards,,373969048.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-08-18T12:24:05.545754+00:00
Spark,Ethereum,USDS,2.03482,,2.03482,supply_plus_rewards,,322754890.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-08-18T12:24:05.545767+00:00
Spark,Ethereum,USDC,3.52,,3.52,supply_plus_rewards,,270378726.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-08-18T12:24:05.545779+00:00
Spark,Ethereum,DAI,2.16835,,2.16835,supply_plus_rewards,,114432979.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,DefiLlama,DefiLlama,2026-08-18T12:24:05.545812+00:00
Spark,Ethereum,PYUSD,0.30031,,0.30031,supply_plus_rewards,,90837133.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-08-18T12:24:05.545827+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,supply_plus_rewards,,3296301.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-08-18T12:24:05.546254+00:00
Compound,Ethereum,USDS,3.2260352686128,0.0,3.2260352686128,supply_plus_rewards,3.9892446555551997,1847709.2325923846,1847709.2325923846,1655778.584734763,89.61209087962372,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-08-18T12:24:16.585023+00:00
