asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd,source
BTC,BTCUSDT,2026-08-17T14:00:00+00:00,63672.37,63904.76,63588.0,63902.63,Binance global
BTC,BTCUSDT,2026-08-17T15:00:00+00:00,63902.63,64227.27,63812.35,64200.0,Binance global
BTC,BTCUSDT,2026-08-17T16:00:00+00:00,64200.0,64216.42,64058.0,64115.76,Binance global
BTC,BTCUSDT,2026-08-17T17:00:00+00:00,64115.76,64425.0,63979.3,64325.99,Binance global
BTC,BTCUSDT,2026-08-17T18:00:00+00:00,64325.99,64610.01,64280.49,64428.87,Binance global
BTC,BTCUSDT,2026-08-17T19:00:00+00:00,64428.88,64428.88,64288.35,64309.96,Binance global
BTC,BTCUSDT,2026-08-17T20:00:00+00:00,64309.95,64434.0,64266.0,64392.73,Binance global
BTC,BTCUSDT,2026-08-17T21:00:00+00:00,64392.72,64434.76,64296.0,64382.02,Binance global
BTC,BTCUSDT,2026-08-17T22:00:00+00:00,64382.02,64416.0,64283.49,64291.25,Binance global
BTC,BTCUSDT,2026-08-17T23:00:00+00:00,64291.26,64578.0,64288.24,64532.1,Binance global
BTC,BTCUSDT,2026-08-18T00:00:00+00:00,64532.11,64568.46,64367.27,64383.71,Binance global
BTC,BTCUSDT,2026-08-18T01:00:00+00:00,64383.72,64387.71,64156.0,64200.06,Binance global
BTC,BTCUSDT,2026-08-18T02:00:00+00:00,64200.06,64272.0,64048.0,64103.22,Binance global
BTC,BTCUSDT,2026-08-18T03:00:00+00:00,64103.22,64195.45,64047.73,64185.01,Binance global
BTC,BTCUSDT,2026-08-18T04:00:00+00:00,64185.0,64250.69,64090.0,64210.32,Binance global
BTC,BTCUSDT,2026-08-18T05:00:00+00:00,64210.33,64276.0,64140.0,64242.76,Binance global
BTC,BTCUSDT,2026-08-18T06:00:00+00:00,64242.76,64446.0,64170.0,64318.03,Binance global
BTC,BTCUSDT,2026-08-18T07:00:00+00:00,64318.03,64350.0,64164.0,64198.97,Binance global
BTC,BTCUSDT,2026-08-18T08:00:00+00:00,64198.97,64336.0,64087.98,64296.02,Binance global
BTC,BTCUSDT,2026-08-18T09:00:00+00:00,64296.01,64296.01,64140.0,64171.95,Binance global
BTC,BTCUSDT,2026-08-18T10:00:00+00:00,64171.95,64216.0,64123.42,64202.8,Binance global
BTC,BTCUSDT,2026-08-18T11:00:00+00:00,64202.81,64402.35,64192.42,64351.19,Binance global
BTC,BTCUSDT,2026-08-18T12:00:00+00:00,64351.18,64355.64,64284.52,64305.41,Binance global
ETH,ETHUSDT,2026-08-17T14:00:00+00:00,1904.92,1911.51,1898.37,1909.61,Binance global
ETH,ETHUSDT,2026-08-17T15:00:00+00:00,1909.61,1915.5,1904.54,1913.22,Binance global
ETH,ETHUSDT,2026-08-17T16:00:00+00:00,1913.22,1913.85,1905.37,1907.22,Binance global
ETH,ETHUSDT,2026-08-17T17:00:00+00:00,1907.21,1914.19,1904.59,1908.91,Binance global
ETH,ETHUSDT,2026-08-17T18:00:00+00:00,1908.9,1912.91,1907.33,1910.01,Binance global
ETH,ETHUSDT,2026-08-17T19:00:00+00:00,1910.0,1910.92,1906.69,1907.25,Binance global
ETH,ETHUSDT,2026-08-17T20:00:00+00:00,1907.24,1910.77,1905.0,1906.73,Binance global
ETH,ETHUSDT,2026-08-17T21:00:00+00:00,1906.73,1908.82,1905.91,1906.35,Binance global
ETH,ETHUSDT,2026-08-17T22:00:00+00:00,1906.35,1908.03,1903.59,1904.55,Binance global
ETH,ETHUSDT,2026-08-17T23:00:00+00:00,1904.56,1918.71,1904.01,1913.6,Binance global
ETH,ETHUSDT,2026-08-18T00:00:00+00:00,1913.59,1914.38,1908.62,1910.11,Binance global
ETH,ETHUSDT,2026-08-18T01:00:00+00:00,1910.12,1910.33,1899.78,1901.54,Binance global
ETH,ETHUSDT,2026-08-18T02:00:00+00:00,1901.53,1903.6,1889.28,1893.19,Binance global
ETH,ETHUSDT,2026-08-18T03:00:00+00:00,1893.19,1895.49,1885.78,1894.69,Binance global
ETH,ETHUSDT,2026-08-18T04:00:00+00:00,1894.68,1897.7,1891.53,1896.66,Binance global
ETH,ETHUSDT,2026-08-18T05:00:00+00:00,1896.66,1898.95,1892.75,1895.63,Binance global
ETH,ETHUSDT,2026-08-18T06:00:00+00:00,1895.62,1906.94,1893.64,1902.83,Binance global
ETH,ETHUSDT,2026-08-18T07:00:00+00:00,1902.84,1903.27,1897.07,1898.84,Binance global
ETH,ETHUSDT,2026-08-18T08:00:00+00:00,1898.83,1901.83,1893.8,1900.3,Binance global
ETH,ETHUSDT,2026-08-18T09:00:00+00:00,1900.31,1900.31,1895.58,1896.93,Binance global
ETH,ETHUSDT,2026-08-18T10:00:00+00:00,1896.93,1899.56,1895.21,1898.02,Binance global
ETH,ETHUSDT,2026-08-18T11:00:00+00:00,1898.01,1905.65,1897.65,1903.11,Binance global
ETH,ETHUSDT,2026-08-18T12:00:00+00:00,1903.12,1904.07,1900.72,1901.81,Binance global
