asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.52,3.52,,4734987685.0,DefiLlama API
USYC,circle-usyc,BSC,3.27307,3.27307,,2908385838.0,DefiLlama API
USDC,maple,Ethereum,4.80924,4.80924,0.0,2596924305.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.60402,4.60402,,1369870011.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1113359465.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.59845,3.59845,,965228299.0,DefiLlama API
USDT,maple,Ethereum,4.11355,4.11355,0.0,927836849.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.2266,3.2266,,872538082.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.25721,3.25721,,821920678.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.37215,3.37215,,766008027.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.56745,3.56745,,741348225.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.56745,3.56745,,634332209.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.12273,4.12273,0.0,584322998.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,534454901.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.46414,,2.46414,505741546.0,DefiLlama API
USDC,jupiter-lend,Solana,4.38888,3.6965,0.69238,440286439.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.12466,4.12466,0.0,428278493.0,DefiLlama API
USDD,justlend-v1,Tron,3.9781,0.00074,3.97736,421220857.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,4.48835,4.48835,,387703689.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.52,3.52,,361898833.0,DefiLlama API
USDE,morpho-blue,Base,4.5,0.0,4.5,358793300.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.66,7.66,,354786294.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.64614,2.82463,2.82151,322018370.0,DefiLlama API
STEAKUSDG,morpho-blue,Robinhood Chain,7.5416,3.56995,3.97165,313515066.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.3156,2.65387,3.66173,313171316.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.75399,2.17408,3.57991,304068984.0,DefiLlama API
USDE,morpho-blue,Robinhood Chain,4.5,0.0,4.5,285487680.0,DefiLlama API
USDG,maple,Ethereum,4.95576,4.95576,0.0,274965118.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,4.48835,4.48835,,261292839.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,258243527.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,204625865.0,DefiLlama API
STUSDS,sky-lending,Ethereum,5.54,5.54,,203893084.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,6.26475,3.78306,2.48169,198511517.0,DefiLlama API
REUSD,re,Ethereum,6.30566,6.30566,,189380309.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,179102972.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,12.72412,12.72412,,174126115.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.01961,8.01961,,168460922.0,DefiLlama API
USDS,sky-lending,Ethereum,5.91916,,5.91916,165673413.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.21,5.21,,150947711.0,DefiLlama API
USD1,lista-lending,BSC,1.16006,1.16006,0.0,137885632.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.27,4.27,,135320828.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.0,3.0,0.0,125952975.0,DefiLlama API
PYUSD,sentora,Solana,6.65233,3.92289,2.72943,115211462.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.25721,3.25721,,111046182.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,9.65698,9.65698,,108586245.0,DefiLlama API
AUSD,accountable,Monad,6.82321,6.5475,0.27571,106026448.0,DefiLlama API
USD1,dolomite,Ethereum,8.66479,2.09114,6.57365,103207338.0,DefiLlama API
USDC,accountable,Monad,13.89113,13.6,0.29113,99964236.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.04735,4.04735,0.0,91313577.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.38725,2.38725,0.0,91146670.0,DefiLlama API
STCUSD,cap,Ethereum,5.44777,,,85020001.0,DefiLlama API
USDT,venus-core-pool,BSC,2.02071,2.02071,0.0,85015739.0,DefiLlama API
ETHENAUSDC,morpho-blue,Base,3.37867,3.37867,0.0,80522641.0,DefiLlama API
SUSDAT,saturn,Ethereum,17.9884,17.9884,,77992866.0,DefiLlama API
USDT,justlend-v1,Tron,2.24911,2.24911,0.0,77732967.0,DefiLlama API
MSUSD,mainstreet,Ethereum,6.59623,6.59623,0.0,74737416.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.04813,4.04813,0.0,72686254.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.27307,3.27307,,72671680.0,DefiLlama API
USDC,midas-rwa,Ethereum,10.31,10.31,,71997221.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.93011,6.93011,,67481538.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.35389,5.35389,,66729158.0,DefiLlama API
HYPERUSDCA,morpho-blue,Monad,8.43437,7.46356,0.97081,63144505.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,4.55,,,62826703.0,DefiLlama API
SPARKUSDC,morpho-blue,Base,3.70225,3.70225,0.0,62737898.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.32582,4.33092,0.9949,62618695.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.50459,2.67871,0.82588,62441691.0,DefiLlama API
