asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,4877886919.0,DefiLlama API
USYC,circle-usyc,BSC,3.13903,3.13903,,2792517709.0,DefiLlama API
USDC,maple,Ethereum,4.82011,4.82011,0.0,2649619199.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.40272,5.40272,,2125594035.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.55475,3.55475,,1120438306.0,DefiLlama API
USDT,maple,Ethereum,4.48363,4.48363,0.0,1028280352.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808866616.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.53048,3.53048,,794124472.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.21373,3.21373,,559056763.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,532477587.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.21373,3.21373,,508707156.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.98119,,2.98119,507813689.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.05037,4.05037,0.0,473622620.0,DefiLlama API
USDC,jupiter-lend,Solana,4.39832,3.26193,1.13639,415063502.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357943207.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.05033,4.05033,0.0,355657571.0,DefiLlama API
USDD,justlend,Tron,4.01118,0.00047,4.01071,320410624.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.27,7.27,,266854932.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,241662786.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.52388,3.52388,,231574721.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.96399,2.47568,0.48831,227688551.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.95763,1.46403,4.4936,227688548.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.65,3.69,0.96,191583957.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.52373,3.52373,,189041760.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180305679.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,5.18028,4.72488,0.45541,157433245.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,4.24397,3.24013,1.00385,140352230.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.81302,4.49766,0.31535,139073747.0,DefiLlama API
USD1,lista-lending,BSC,0.71915,0.71915,0.0,138485708.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.40624,1.70624,3.7,131382626.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.70572,1.70572,0.0,131382607.0,DefiLlama API
USDT,justlend,Tron,1.3743,1.3743,0.0,129319439.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.57952,4.57952,,127941197.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.81049,4.49769,0.3128,125936891.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124969280.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123965699.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.15,3.59,1.56,118006751.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,114596470.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,110874892.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.13903,3.13903,,109424070.0,DefiLlama API
STCUSD,cap,Ethereum,5.26354,,,99515487.0,DefiLlama API
USDT,venus-core-pool,BSC,1.95184,1.95184,0.0,94944090.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.20648,2.67506,2.53142,90679114.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.16081,3.84879,0.31202,89827699.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.8685,5.8685,,83947903.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.34212,3.34212,,79885600.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.94542,11.94542,,78620155.0,DefiLlama API
SDAI,sdai,Gnosis,4.39431,,,76453807.0,DefiLlama API
U,lista-lending,BSC,0.34807,0.34807,0.0,69304225.0,DefiLlama API
GTUSDA,gauntlet,Base,4.83036,4.83036,,68174292.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.15164,2.3529,3.79874,67826257.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,3.17021,3.15634,0.01387,66035087.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.51162,7.51162,,65238675.0,DefiLlama API
GTUSDT,morpho-blue,Katana,3.59021,3.19164,0.39857,63370663.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.00529,12.00529,0.0,62954453.0,DefiLlama API
STUSDT,stusdt,Tron,3.58799,,,61018872.0,DefiLlama API
USCC,superstate-uscc,Solana,4.57952,4.57952,,58719051.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,4.20862,4.20862,,54083959.0,DefiLlama API
