source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-30T12:02:51.032382+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-30T12:02:52.406706+00:00
Bybit,USDT,0.008208,2.99592,8000000.0,No VIP,hourly,2026-04-30T12:02:52.999197+00:00
Backpack,USDT,0.007977870770121522,2.9119228310943557,50000000.0,Public,annual,2026-04-30T12:02:53.436994+00:00
Binance,USDC,0.008073,2.9466449999999997,100000.0,VIP0,daily,2026-04-30T12:02:51.032617+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-30T12:02:52.406751+00:00
Bybit,USDC,0.0080726784,2.946527616,3500000.0,No VIP,hourly,2026-04-30T12:02:52.999226+00:00
Backpack,USDC,0.005364868446611789,1.9581769830133031,300000000.0,Public,annual,2026-04-30T12:02:53.437058+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-30T12:02:52.999368+00:00
Binance,BTC,0.0011430000000000001,0.4171950000000001,60.0,VIP0,daily,2026-04-30T12:02:51.033120+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-30T12:02:52.407151+00:00
Bybit,BTC,0.0011433,0.4173045,300.0,No VIP,hourly,2026-04-30T12:02:52.999377+00:00
Backpack,BTC,0.0010254070471197262,0.3742735721987,3000.0,Public,annual,2026-04-30T12:02:53.437112+00:00
Binance,ETH,0.006137,2.240005,400.0,VIP0,daily,2026-04-30T12:02:51.033200+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-30T12:02:52.407169+00:00
Bybit,ETH,0.006413551199999999,2.3409461879999998,2000.0,No VIP,hourly,2026-04-30T12:02:52.999386+00:00
Backpack,ETH,0.004581248696179407,1.6721557741054838,20000.0,Public,annual,2026-04-30T12:02:53.437131+00:00
