protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDC,4.099000868540684,,4.00656,4.935395458696853,139638729.0,,,92.65366589926086,4998650000.0,4498785000.0,139442210.62597245,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954344+00:00
Aave,Ethereum,USDT,4.929933923428399,,4.89374,5.8930837248167895,125788121.0,,,93.38071021279484,5997700620.0,5397930558.0,127317550.71995127,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954355+00:00
Aave,Ethereum,USDS,0.8007598483923262,,0.79757,5.816203260396547,22006815.0,,,18.81071419122793,49975950.0,34183549.8,22004213.826800514,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954486+00:00
Aave,Ethereum,DAI,6.474860321319212,,6.27344,9.420973975618221,7966371.0,,,92.91504418374986,199972150.0,179974935.0,7969493.857998848,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954613+00:00
Aave,Ethereum,PYUSD,3.2862991913114947,,3.23345,4.631156273555966,6168817.0,,,79.36014106888328,300056118.0,270050506.2,6170826.78671897,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954663+00:00
Aave,Base,USDC,3.451289691080718,,3.37603,4.437333770878719,23538469.0,,,86.83394600099682,229950865.1,206955778.59,23098403.282132816,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954474+00:00
Aave,Arbitrum,USDC,4.117130688617025,,4.04118,5.05364531659115,14559848.0,,,90.93007307867958,299933190.0,269939871.0,14573419.513555367,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.954535+00:00
Aave,Arbitrum,DAI,3.0530809464277677,,3.00767,4.8331891692832745,507060.0,,,84.96018487318511,4899632.5,4409669.25,507231.5462866024,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-30T12:02:54.955404+00:00
Spark,Ethereum,USDC,3.65,,3.65,,572760119.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-04-30T12:02:54.954309+00:00
Spark,Ethereum,USDT,3.5,,3.5,,474154056.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-04-30T12:02:54.954318+00:00
