exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,77808.5,77763.1,,,-0.00884763525129,8.0,-9.68816060016255,32990.8485000002,USDT
OKX,ETH,2317.86,2316.5,,,-0.01249436059779,8.0,-13.68132485458005,682482.0430000026,USDT
