asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5377858632.0,DefiLlama API
USYC,circle-usyc,BSC,2.9247,2.9247,,2791298024.0,DefiLlama API
USDC,maple,Ethereum,4.80256,4.80256,0.0,2626055959.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.26961,5.26961,,2177926159.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.58488,3.58488,,1119898543.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.23835,3.23835,,899819455.0,DefiLlama API
USDT,maple,Ethereum,4.45786,4.45786,0.0,873071685.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808634722.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.24376,3.24376,,559047685.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,532076414.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.24376,3.24376,,508462783.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.27322,,3.27322,504477018.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.09476,4.09476,0.0,470933212.0,DefiLlama API
USDC,jupiter-lend,Solana,4.58366,3.41693,1.16674,405122465.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357884796.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.09501,4.09501,0.0,351330613.0,DefiLlama API
USDD,justlend,Tron,4.08954,0.00103,4.08851,321731563.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.1,7.1,,262312236.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,242448863.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.554,3.554,,231464107.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.7313,1.23736,4.49394,230854912.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.74753,2.25639,0.49114,230854905.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.01,3.87,1.14,183403136.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180254114.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.55381,3.55381,,171047748.0,DefiLlama API
REUSD,re,Ethereum,6.45387,6.45387,,167486074.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.97174,3.64239,0.32935,160213232.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.72167,3.27547,0.4462,154190934.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.82878,2.70474,1.12404,152200581.0,DefiLlama API
USD1,lista-lending,BSC,0.91175,0.91175,0.0,138542474.0,DefiLlama API
USDT,justlend,Tron,1.38118,1.38118,0.0,130904105.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.74919,3.74919,,126611595.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124975983.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.43,3.74,1.69,124353547.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123930159.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.85257,3.52287,0.3297,120314862.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.9673,2.2673,3.7,117281454.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.7836,1.7836,0.0,117281436.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,3.83475,3.50529,0.32947,114954617.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,110541218.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USYC,circle-usyc,Ethereum,2.9247,2.9247,,109277167.0,DefiLlama API
STCUSD,cap,Ethereum,4.68696,,,105623755.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,100265824.0,DefiLlama API
USDT,venus-core-pool,BSC,1.97861,1.97861,0.0,94167691.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.25785,2.73668,2.52117,89398226.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.10737,6.10737,,84431211.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.21366,3.21366,,80341334.0,DefiLlama API
SDAI,sdai,Gnosis,4.28524,,,78847024.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,9.80767,9.80767,,74210054.0,DefiLlama API
U,lista-lending,BSC,0.31417,0.31417,0.0,69332623.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,3.02899,3.01516,0.01383,67709070.0,DefiLlama API
GTUSDA,gauntlet,Base,4.75603,4.75603,,67564459.0,DefiLlama API
GTUSDT,morpho-blue,Katana,1.87571,1.47138,0.40433,64709693.0,DefiLlama API
USDT,venus-flux,BSC,1.42,1.42,0.0,63934227.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.37402,8.37402,,61985630.0,DefiLlama API
STUSDT,stusdt,Tron,3.59092,,,60975076.0,DefiLlama API
USCC,superstate-uscc,Solana,3.74919,3.74919,,59940400.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.49363,12.49363,0.0,59227877.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,0.51348,0.48387,0.02961,55582548.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,4.12494,4.12494,,53804708.0,DefiLlama API
