asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001142,0.4168300000000001,60.0,taoli,2026-04-27T12:01:12.020114+00:00
ETH,0.00579,2.11335,400.0,taoli,2026-04-27T12:01:12.020192+00:00
USDC,0.00758,2.7667,100000.0,taoli,2026-04-27T12:01:12.019616+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-27T12:01:12.019389+00:00
