source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.00928,3.3872,500000.0,VIP0,daily,2026-06-16T12:07:55.550709+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-06-16T12:07:56.544458+00:00
Backpack,USDT,0.01074418818342678,3.9216286869507746,50000000.0,Public,annual,2026-06-16T12:07:58.378584+00:00
Binance,USDC,0.010006,3.6521900000000005,500000.0,VIP0,daily,2026-06-16T12:07:55.550927+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-06-16T12:07:56.544519+00:00
Backpack,USDC,0.005427266449844403,1.9809522541932072,300000000.0,Public,annual,2026-06-16T12:07:58.378625+00:00
Binance,BTC,0.00107,0.39054999999999995,100.0,VIP0,daily,2026-06-16T12:07:55.551407+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-06-16T12:07:56.544850+00:00
Backpack,BTC,0.0013908525322101047,0.5076611742566882,3000.0,Public,annual,2026-06-16T12:07:58.378666+00:00
Binance,ETH,0.005649,2.061885,2000.0,VIP0,daily,2026-06-16T12:07:55.551482+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-06-16T12:07:56.544864+00:00
Backpack,ETH,0.0019188074696540802,0.7003647264237394,20000.0,Public,annual,2026-06-16T12:07:58.378682+00:00
