protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,3.1391675530688112,,3.08567,4.846475358599553,14091299.0,,,87.08156381803882,199939048.0,179945143.2,14009634.862876244,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945680+00:00
Aave,Ethereum,USDS,0.13080086465567,,0.13097,5.681231650357447,11755475.0,,,3.154128985407054,49980916.5,34186946.886,11778515.201416602,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945715+00:00
Aave,Ethereum,PYUSD,3.5470924819215393,,3.48524,4.79006274374125,2191042.0,,,82.7746049071847,21003853.08,18003302.64,2190733.1177981487,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.946065+00:00
Aave,Ethereum,USDT,2.108643526569524,4.09,6.48303,3.2259643237026987,85872763.0,,,73.02548740818374,2898675628.0,2338931368.8,757948307.9130784,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945471+00:00
Aave,Ethereum,USDC,3.117560140128076,4.02,7.09185,3.9261770092530615,55934986.0,,,88.5741550148221,2499325000.0,2249392500.0,230943670.01377484,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945511+00:00
Aave,Arbitrum,USDC,2.255781581150063,,2.2323,3.3747157271793533,45909024.0,,,74.6779738411442,249949392.5,224954453.25,45949764.31510338,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945536+00:00
Aave,Base,USDC,3.2427704245832594,,3.19054,4.300541304922943,27801748.0,,,84.21262330747865,229944800.0,206950320.0,27777653.948616374,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.945586+00:00
Aave,Arbitrum,DAI,1.756268381803669,,1.74102,3.656545134335821,1335530.0,,,64.64334683705464,4898133.1,4408319.79,1335574.1311289293,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-06-16T12:08:00.946286+00:00
Spark,Ethereum,USDT,2.5,,2.5,,1107970082.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-06-16T12:08:00.945320+00:00
Spark,Ethereum,USDC,3.6,,3.6,,330888035.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-06-16T12:08:00.945380+00:00
Spark,Ethereum,USDS,2.20166,,2.20166,,140824158.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-06-16T12:08:00.945422+00:00
Spark,Ethereum,PYUSD,0.15741,,0.15741,,95191322.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-06-16T12:08:00.945455+00:00
Spark,Ethereum,DAI,2.33944,,2.33944,,94765064.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,DefiLlama,DefiLlama,2026-06-16T12:08:00.945461+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,,3418512.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-06-16T12:08:00.945944+00:00
Compound,Ethereum,USDS,3.1874157752832,0.0,3.1874157752832,3.9594454250688,1941773.0570402492,1941773.0570402492,1719243.9814619524,88.53932716245406,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-06-16T12:08:11.658116+00:00
