rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,58323545929.4786,3.34171714,7097130185.362982,51226415744.115616
2,Coinbase Exchange,coinbase-exchange,1173664431.8451526,11.09578451,1173664431.8451526,0.0
3,Upbit,upbit,548402100.9430033,5.29066364,548402100.9430033,0.0
6,OKX,okx,22911811493.48735,5.26218628,1409078877.3596654,21502732616.127686
7,Bybit,bybit,12152816818.654045,13.63116033,1356913593.9342916,10795903224.719753
8,Bitget,bitget,7856204760.855514,17.77332896,445918506.4549592,7410286254.400555
9,Gate,gate,12232095443.641384,22.29687643,1191143670.667915,11040951772.973469
10,KuCoin,kucoin,2389617437.5393496,0.59923944,812284417.6448141,1577333019.8945353
13,MEXC,mexc,13418055384.462553,-12.39548738,1097957599.8714797,12320097784.591074
21,HTX,htx,2637357288.6162457,22.35233644,1024001895.427738,1613355393.1885078
