source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.010528,3.8427199999999995,500000.0,VIP0,daily,2026-07-24T15:43:19.247604+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-07-24T15:43:20.145850+00:00
Backpack,USDT,0.012473313354264198,4.552759374306432,50000000.0,Public,annual,2026-07-24T15:43:22.494715+00:00
Binance,USDC,0.011934,4.355910000000001,500000.0,VIP0,daily,2026-07-24T15:43:19.247825+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-07-24T15:43:20.145912+00:00
Backpack,USDC,0.0060235824121800475,2.1986075804457172,300000000.0,Public,annual,2026-07-24T15:43:22.494760+00:00
Binance,BTC,0.001054,0.38471000000000005,100.0,VIP0,daily,2026-07-24T15:43:19.248253+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-07-24T15:43:20.146161+00:00
Backpack,BTC,0.0012320615023298485,0.44970244835039475,3000.0,Public,annual,2026-07-24T15:43:22.494813+00:00
Binance,ETH,0.00594,2.1681,2000.0,VIP0,daily,2026-07-24T15:43:19.248320+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-07-24T15:43:20.146176+00:00
Backpack,ETH,0.0015272411918668674,0.5574430350314066,20000.0,Public,annual,2026-07-24T15:43:22.494830+00:00
