asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.52,3.52,,4693633611.0,DefiLlama API
USYC,circle-usyc,BSC,3.15377,3.15377,,2913651074.0,DefiLlama API
USDC,maple,Ethereum,4.82249,4.82249,0.0,2626686406.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.03747,4.03747,,1536411443.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107827653.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56908,3.56908,,963102522.0,DefiLlama API
USDT,maple,Ethereum,4.37299,4.37299,0.0,874820602.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.30063,3.30063,,870099810.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22797,3.22797,,821883701.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.42666,3.42666,,724646032.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53793,3.53793,,638839521.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53824,3.53824,,630498351.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,533179441.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.23315,,2.23315,507272540.0,DefiLlama API
USDD,justlend-v1,Tron,3.99261,0.02049,3.97212,456502802.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.3297,4.3297,0.0,425989802.0,DefiLlama API
USDC,jupiter-lend,Solana,4.81385,4.09126,0.72259,419018010.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,4.57588,4.57588,,373169411.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.5569,4.5569,0.0,369945208.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.52,3.52,,360868792.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.69,7.69,,328560774.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.05602,1.94732,3.10871,313900569.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.03173,2.55193,3.4798,284668568.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,4.57588,4.57588,,260471062.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257757729.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.33774,2.59019,2.74755,256942658.0,DefiLlama API
USDE,morpho-blue,Base,4.5,0.0,4.5,254574754.0,DefiLlama API
USDG,maple,Ethereum,5.03296,5.03296,0.0,222153220.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,210628548.0,DefiLlama API
USDS,sky-lending,Ethereum,6.08655,,6.08655,210171803.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.48,6.48,,188438718.0,DefiLlama API
STEAKUSDG,morpho-blue,Robinhood Chain,5.91584,3.27676,2.63908,184577844.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181626592.0,DefiLlama API
USDE,morpho-blue,Robinhood Chain,4.5,0.0,4.5,177461927.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,170458197.0,DefiLlama API
REUSD,re,Ethereum,6.19398,6.19398,,164759510.0,DefiLlama API
