asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.00107,0.39054999999999995,100.0,taoli,2026-06-16T12:09:03.124840+00:00
ETH,0.005649,2.061885,2000.0,taoli,2026-06-16T12:09:03.124914+00:00
USDC,0.010006,3.6521900000000005,500000.0,taoli,2026-06-16T12:09:03.124377+00:00
USDT,0.00928,3.3872,500000.0,taoli,2026-06-16T12:09:03.124136+00:00
