source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.00928,3.3872,500000.0,VIP0,daily,2026-06-16T12:09:03.124136+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-06-16T12:09:04.113937+00:00
Backpack,USDT,0.01074418319567465,3.921626866421247,50000000.0,Public,annual,2026-06-16T12:09:05.932388+00:00
Binance,USDC,0.010006,3.6521900000000005,500000.0,VIP0,daily,2026-06-16T12:09:03.124377+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-06-16T12:09:04.114010+00:00
Backpack,USDC,0.005427526927267708,1.9810473284527137,300000000.0,Public,annual,2026-06-16T12:09:05.932470+00:00
Binance,BTC,0.00107,0.39054999999999995,100.0,VIP0,daily,2026-06-16T12:09:03.124840+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-06-16T12:09:04.114424+00:00
Backpack,BTC,0.0013909443947969745,0.5076947041008957,3000.0,Public,annual,2026-06-16T12:09:05.932550+00:00
Binance,ETH,0.005649,2.061885,2000.0,VIP0,daily,2026-06-16T12:09:03.124914+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-06-16T12:09:04.114433+00:00
Backpack,ETH,0.001918770991069909,0.7003514117405168,20000.0,Public,annual,2026-06-16T12:09:05.932576+00:00
