asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001145,0.417925,60.0,taoli,2026-04-23T12:01:01.508627+00:00
ETH,0.0058,2.117,400.0,taoli,2026-04-23T12:01:01.508658+00:00
USDC,0.007878999999999999,2.875835,100000.0,taoli,2026-04-23T12:01:01.508435+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-23T12:01:01.508327+00:00
