symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,77721.0,1556077619106.0,-0.7243927152871126
ETH,Ethereum,2330.32,281253760751.0,-2.8318118743237517
USDT,Tether,1.0,188840674534.0,0.005191842781387543
XRP,XRP,1.42,87260930681.0,-2.530981711054494
BNB,BNB,633.98,85452602895.0,-1.3787843806550943
USDC,USDC,0.999771,78195130937.0,-0.0002544856562319176
SOL,Solana,85.84,49422463214.0,-2.7947424369426113
TRX,TRON,0.327958,31083936520.0,-1.990691155512994
FIGR_HELOC,Figure Heloc,1.036,17606278369.0,0.1693540192235749
DOGE,Dogecoin,0.096254,14819202926.0,-1.834981277559767
