asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
GTUSDT,morpho-blue,Katana,2.16867,2.00835,0.16032,66054326.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.09255,8.09255,,65502827.0,DefiLlama API
STUSDT,stusdt,Tron,3.59484,,,60751889.0,DefiLlama API
USCC,superstate-uscc,Solana,3.98316,3.98316,,59865612.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.00176,12.00176,0.0,55075994.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,0.35181,0.32199,0.02982,53002889.0,DefiLlama API
USDC,avantis,Base,10.83514,10.83514,,51884022.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,5.32169,1.92169,3.4,50173554.0,DefiLlama API
SENPYUSDCORE,morpho-blue,Ethereum,3.05408,2.57594,0.47814,50129459.0,DefiLlama API
SENPYUSDCOREV2,morpho-blue,Ethereum,2.80295,2.32481,0.47814,50116137.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,1.40442,1.40442,,48637834.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,6.84507,6.50851,0.33656,46341593.0,DefiLlama API
SUSDU,unitas,Solana,10.26412,10.26412,,45995238.0,DefiLlama API
PLASMAUSD,veda,Plasma,9.86699,9.71145,0.15554,43596502.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,3.98457,3.98457,,41294111.0,DefiLlama API
BBQUSDT,morpho-blue,Ethereum,6.31373,5.8969,0.41684,41150307.0,DefiLlama API
PYUSD,euler-v2,Ethereum,7.58634,2.98634,4.6,40592992.0,DefiLlama API
SIUSD,infinifi,Ethereum,6.07153,6.07153,,39491141.0,DefiLlama API
SUSDU,unitas,BSC,9.95349,9.95349,,38378728.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.94796,1.74796,5.2,38124455.0,DefiLlama API
USDC,venus-core-pool,BSC,1.54402,1.54402,0.0,37675801.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06441,10.06441,,37246040.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.28,,,37056006.0,DefiLlama API
EARNAUSD,upshift,Monad,4.75913,2.25816,2.50097,36286342.0,DefiLlama API
USDS,yearn-finance,Ethereum,3.62632,3.62632,0.0,35867520.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24484,3.24484,,34929410.0,DefiLlama API
YUSD,aegis,Ethereum,3.29,,,34190564.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.89944,3.89944,,31985552.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,6.58245,0.76943,5.81302,31932024.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,5.63983,5.09175,0.54807,30313052.0,DefiLlama API
