asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5210492569.0,DefiLlama API
USYC,circle-usyc,BSC,3.13762,3.13762,,2790812650.0,DefiLlama API
USDC,maple,Ethereum,4.91608,4.91608,0.0,2394264831.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.55098,5.55098,,2355070304.0,DefiLlama API
USDT,maple,Ethereum,4.9917,4.9917,0.0,1219905305.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56186,3.56186,,1119683532.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808325643.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.66395,3.66395,,681509362.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.89441,4.89441,0.0,564276131.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22081,3.22081,,559044070.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,531903881.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53094,3.53094,,531391525.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22081,3.22081,,508365439.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.2942,,3.2942,503760428.0,DefiLlama API
USDC,jupiter-lend,Solana,4.65607,3.48934,1.16674,402829786.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357656842.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.90363,4.90363,0.0,346548761.0,DefiLlama API
USDD,justlend,Tron,4.27263,0.00107,4.27155,307284855.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.11,7.11,,260530141.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,244383557.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.55102,2.07289,0.47814,228133413.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.93944,1.0613,4.87814,228133410.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180185217.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.6798,4.34162,0.33818,167234086.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,164900160.0,DefiLlama API
USDC,fluid-lending,Ethereum,6.34,5.02,1.32,160131253.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.72123,4.39316,0.32807,145867108.0,DefiLlama API
USDT,justlend,Tron,1.16398,1.16398,0.0,140729637.0,DefiLlama API
USD1,lista-lending,BSC,1.22856,1.22856,0.0,138551304.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.98316,3.98316,,127592087.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124968320.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123882790.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,123833271.0,DefiLlama API
USDT,fluid-lending,Ethereum,7.18,5.42,1.76,120281037.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,6.49439,6.07643,0.41796,115937936.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53083,3.53083,,111326553.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.13762,3.13762,,110519689.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,8.50486,7.14156,1.3633,109519173.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,109181470.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.31134,1.71134,3.6,104083369.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.74263,1.74263,0.0,104083353.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.31488,3.97749,0.33738,101795044.0,DefiLlama API
STCUSD,cap,Ethereum,6.05797,,,93232880.0,DefiLlama API
USDT,venus-core-pool,BSC,2.09507,2.09507,0.0,89041499.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.84022,6.84022,,86825500.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.19623,2.67506,2.52117,84052780.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.44439,3.44439,,80785769.0,DefiLlama API
BBQUSDCRESERVOIR,morpho-blue,Ethereum,6.00585,3.58913,2.41672,80369656.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,4.29981,4.29981,,78492755.0,DefiLlama API
SDAI,sdai,Gnosis,4.57659,,,78473458.0,DefiLlama API
U,lista-lending,BSC,0.39721,0.39721,0.0,69338867.0,DefiLlama API
GTUSDA,gauntlet,Base,4.60627,4.60627,,67382441.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,10.81601,10.81601,,67281165.0,DefiLlama API
USDT,venus-flux,BSC,7.24,1.3,5.94,66629399.0,DefiLlama API
