source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.010395000000000001,3.7941750000000005,500000.0,VIP0,daily,2026-07-16T12:02:27.888854+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-07-16T12:02:28.881161+00:00
Backpack,USDT,0.010361665282768205,3.782007828210395,50000000.0,Public,annual,2026-07-16T12:02:30.858229+00:00
Binance,USDC,0.011706,4.27269,500000.0,VIP0,daily,2026-07-16T12:02:27.888939+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-07-16T12:02:28.881227+00:00
Backpack,USDC,0.005808006095882535,2.1199222249971252,300000000.0,Public,annual,2026-07-16T12:02:30.858288+00:00
Binance,BTC,0.001057,0.385805,100.0,VIP0,daily,2026-07-16T12:02:27.889111+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-07-16T12:02:28.881484+00:00
Backpack,BTC,0.0012242247584096702,0.4468420368195296,3000.0,Public,annual,2026-07-16T12:02:30.858343+00:00
Binance,ETH,0.00658,2.4017,2000.0,VIP0,daily,2026-07-16T12:02:27.889138+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-07-16T12:02:28.881495+00:00
Backpack,ETH,0.002196593402486939,0.8017565919077327,20000.0,Public,annual,2026-07-16T12:02:30.858358+00:00
