asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
USDC,fluid-lending,Arbitrum,5.49,5.49,,36174019.0,DefiLlama API
VUSD,curvance,Monad,0.79244,0.0,0.79244,36024578.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,35565099.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,5.62989,5.62989,,34541588.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,6.01,,,34130112.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,5.16761,5.13054,0.03708,34102392.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.83137,3.83137,,33320925.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,5.03391,0.75922,4.27469,32792668.0,DefiLlama API
USCC,bitwise-uscc,Ethereum,3.20404,3.20404,,32528737.0,DefiLlama API
GUSDTQ,morpho-blue,Ethereum,2.96615,2.96615,0.0,30588819.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.75597,3.75597,0.0,30133347.0,DefiLlama API
