asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001057,0.385805,100.0,taoli,2026-07-16T12:02:27.889111+00:00
ETH,0.00658,2.4017,2000.0,taoli,2026-07-16T12:02:27.889138+00:00
USDC,0.011706,4.27269,500000.0,taoli,2026-07-16T12:02:27.888939+00:00
USDT,0.010395000000000001,3.7941750000000005,500000.0,taoli,2026-07-16T12:02:27.888854+00:00
