month,total_market_cap_usd,btc_market_cap_usd,top10_alt_market_cap_usd,outside_top10_alt_market_cap_usd,outside_share_pct
2026-03,2301333098946.08,1363271066554.8782,548414422501.5307,389647609889.6712,16.931386858691358
