asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,6222063470.0,DefiLlama API
USDC,maple,Ethereum,4.72696,4.72696,0.0,3313904901.0,DefiLlama API
USYC,circle-usyc,BSC,3.0357,3.0357,,2863106870.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.71061,3.71061,,1808880771.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,994261743.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.56591,3.56591,,938725418.0,DefiLlama API
USDT,maple,Ethereum,4.2242,4.2242,0.0,915295730.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.49207,3.49207,,887812136.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.16774,3.16774,,820757834.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.46118,3.46118,,624870540.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.46099,3.46099,,602925934.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.15122,3.15122,,584847833.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.47297,,3.47297,507480615.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.48487,4.48487,0.0,458321293.0,DefiLlama API
USDC,jupiter-lend,Solana,4.96859,3.86253,1.10606,439164847.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.48474,4.48474,0.0,373443855.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358755147.0,DefiLlama API
USDD,justlend,Tron,3.99332,0.00051,3.99281,306653373.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.06,7.06,,299513494.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.68876,2.68876,0.0,271874698.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.35925,1.77054,3.58871,271874692.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.71791,3.71791,,258749199.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,256520401.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,251114017.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,233330651.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.78067,11.78067,,217929227.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.65276,1.65276,0.0,215467470.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,4.85213,1.75318,3.09896,215467457.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.09,4.08,1.01,203889264.0,DefiLlama API
REUSD,re,Ethereum,6.09829,6.09829,,190258276.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180923013.0,DefiLlama API
