protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,1.8875281028545152,,1.86993,3.7496925174963844,47556661.0,,,67.73223870811084,199972910.0,179975619.0,47565927.40751627,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924835+00:00
Aave,Ethereum,USDS,0.0850291779668598,,0.08499,5.671755834404709,28982966.0,,,2.054297756572937,49979990.0,34186313.16,28985701.926796317,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924883+00:00
Aave,Ethereum,PYUSD,3.8711453194673764,,3.79751,4.979605362589678,1824957.0,,,86.84066678177834,20996724.63,17997192.54,1823935.0288554155,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.925344+00:00
Aave,Ethereum,USDT,2.656813491598614,4.09,6.70959,3.62321112032366,85777310.0,,,81.85962951662326,2596911356.0,2337220220.4,438521581.1127947,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924793+00:00
Aave,Ethereum,USDC,3.4734300921362453,4.51,7.89676,4.205501404115157,46207609.0,,,92.0952882678894,2499275000.0,2249347500.0,160323109.08319315,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924841+00:00
Aave,Base,USDC,3.14433044873295,,3.0932,4.234426280671712,30576716.0,,,82.94444628523433,229931000.0,206937900.0,30509337.014812227,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924873+00:00
Aave,Arbitrum,USDC,3.119867478482492,,3.02528,3.971892363004057,21661494.0,,,87.63840427633254,249931405.0,224938264.5,20547958.21330748,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.924914+00:00
Aave,Arbitrum,DAI,2.1388115869239575,,2.11626,4.038848319038734,1079921.0,,,71.26988936359088,4899246.233,4409321.6097,1080336.1259929778,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-24T12:01:58.925503+00:00
Spark,Ethereum,USDT,2.5,,2.5,,1310765990.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-05-24T12:01:58.924666+00:00
Spark,Ethereum,USDC,3.65,,3.65,,396498597.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-05-24T12:01:58.924705+00:00
Spark,Ethereum,USDS,2.23504,,2.23504,,150696145.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-05-24T12:01:58.924746+00:00
Spark,Ethereum,DAI,2.37315,,2.37315,,97294512.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,DefiLlama,DefiLlama,2026-05-24T12:01:58.924774+00:00
Spark,Ethereum,PYUSD,0.40132,,0.40132,,88337774.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-05-24T12:01:58.924784+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,,3442028.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-05-24T12:01:58.925205+00:00
Compound,Ethereum,USDS,3.1676632111439997,0.0,3.1676632111439997,3.9442041267264,2080441.3591685644,2080441.3591685644,1830638.096544897,87.99064483435663,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-05-24T12:02:09.522037+00:00
Spark,Arbitrum,USDS,3.65,,3.65,,358755147.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,9d499222-a01a-45bb-bbc9-f01c7923693b,DefiLlama,DefiLlama,2026-05-24T12:01:58.924712+00:00
Spark,Base,USDS,3.65,,3.65,,222494427.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,aa2d08c0-0abd-4dcf-be93-ff8ca89d01cd,DefiLlama,DefiLlama,2026-05-24T12:01:58.924727+00:00
Compound,Ethereum,USDC,3.9561794623007995,0.12062740289003626,4.076806865190836,4.8067302831264005,332762856.7879155,332762856.7879155,300232287.5341036,90.22408619183024,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-24T12:02:09.521919+00:00
Compound,Ethereum,USDT,2.6326393355952002,0.10560022038811803,2.738239555983318,3.5313737585328,207335926.7538948,207335926.7538948,151622442.6645415,73.12887051408697,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-24T12:02:09.522004+00:00
Compound,Arbitrum,USDT,2.0786596876368,0.0,2.0786596876368,3.103916908392,19783571.77389553,19783571.77389553,11423174.758668132,57.7405469366233,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-24T12:02:09.522116+00:00
Compound,Arbitrum,USDC,2.6186624857872003,0.0,2.6186624857872003,3.520589067792,17711580.759966925,17711580.759966925,12883515.607136097,72.74062468842823,,,,,,,9,成熟协议/资金利用率驱动,4,0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-24T12:02:09.522085+00:00
Compound,Base,USDC,6.1470801574416,0.0,6.1470801574416,7.274578373712,9717158.872801274,9717158.872801274,8833831.715981275,90.90959955031697,,,,,,,9,成熟协议/资金利用率驱动,4,0xb125e6687d4313864e53df431d5425969c15eb2f,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-24T12:02:09.522156+00:00
Morpho,Ethereum,USDC,4.597571480181309,0.0,4.597571480181309,5.436482020796896,9174292.108609619,9174292.108609619,7789938.3030681815,84.91051092386421,,,,,,,9,需关注金库与奖励口径差异,4,0xb8fef900b383db2dbbf4458c7f46acf5b140f26d603a6d1829963f241b82510e,Morpho API,Morpho API,2026-05-24T12:02:25.830638+00:00
Compound,Base,USDS,2.3601256620768,0.0,2.3601256620768,3.6853015358736,575488.9805728507,575488.9805728507,251535.107710003,43.70603081020581,,,,,,,9,成熟协议/资金利用率驱动,4,0x2c776041ccfe903071af44aa147368a9c8eea518,Compound API,Compound API,2026-05-24T12:02:09.522192+00:00
Morpho,Ethereum,USDT,2.49306228146454,,2.49306228146454,3.03308280340304,214963175.39507833,214963175.39507833,177157373.1562638,82.41289366453965,,,,,,,8,需关注金库与奖励口径差异,4,0xe7e9694b754c4d4f7e21faf7223f6fa71abaeb10296a4c43a54a7977149687d2,Morpho API,Morpho API,2026-05-24T12:02:15.907761+00:00
