asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,70909.1,70066.69,71367.0,68793.35,1.202,82.20814796106716,偏强震荡
ETH,ETHUSDT,2154.95,2164.33,2192.07,2099.38,-0.433,59.95252993850434,区间震荡
