symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,70963.0,1420978508153.0,1.1990301629991003
ETH,Ethereum,2158.09,261143741172.0,-0.3266536578478643
USDT,Tether,0.99992,184174584889.0,-0.008952844623288487
XRP,XRP,1.46,89471380774.0,0.0016295691005959495
BNB,BNB,645.95,88167817021.0,0.15224918878271504
USDC,USDC,0.999895,79228412693.0,0.005765476358929766
SOL,Solana,89.65,51314359937.0,0.23838126558941813
TRX,TRON,0.305076,28912139769.0,1.1050758233376627
FIGR_HELOC,Figure Heloc,1.002,15871206322.0,-2.259337745527105
DOGE,Dogecoin,0.094351,14509962215.0,0.05362305469087986
