asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-14T14:00:00+00:00,75525.94,76038.0,75013.61,75013.62
BTC,BTCUSDT,2026-04-14T15:00:00+00:00,75013.61,75441.99,74564.34,75317.07
BTC,BTCUSDT,2026-04-14T16:00:00+00:00,75317.06,75688.0,74527.02,74652.2
BTC,BTCUSDT,2026-04-14T17:00:00+00:00,74652.2,74948.78,74244.63,74748.9
BTC,BTCUSDT,2026-04-14T18:00:00+00:00,74748.89,74814.99,73795.47,74093.19
BTC,BTCUSDT,2026-04-14T19:00:00+00:00,74093.18,74398.43,73882.79,74223.18
BTC,BTCUSDT,2026-04-14T20:00:00+00:00,74223.3,74434.33,74015.53,74102.29
BTC,BTCUSDT,2026-04-14T21:00:00+00:00,74102.28,74320.44,73951.64,74277.15
BTC,BTCUSDT,2026-04-14T22:00:00+00:00,74277.16,74373.19,73806.09,74023.15
BTC,BTCUSDT,2026-04-14T23:00:00+00:00,74023.16,74232.83,74001.08,74131.55
BTC,BTCUSDT,2026-04-15T00:00:00+00:00,74131.55,74677.19,74126.32,74568.36
BTC,BTCUSDT,2026-04-15T01:00:00+00:00,74568.37,74786.72,74500.0,74613.28
BTC,BTCUSDT,2026-04-15T02:00:00+00:00,74613.28,74697.47,74188.0,74322.0
BTC,BTCUSDT,2026-04-15T03:00:00+00:00,74322.01,74372.84,74173.75,74345.97
BTC,BTCUSDT,2026-04-15T04:00:00+00:00,74345.98,74434.51,74261.47,74340.38
BTC,BTCUSDT,2026-04-15T05:00:00+00:00,74340.38,74434.0,73864.01,74021.5
BTC,BTCUSDT,2026-04-15T06:00:00+00:00,74021.5,74048.95,73855.49,73891.62
BTC,BTCUSDT,2026-04-15T07:00:00+00:00,73891.62,74016.67,73514.0,73730.43
BTC,BTCUSDT,2026-04-15T08:00:00+00:00,73730.43,74181.9,73675.96,74110.51
BTC,BTCUSDT,2026-04-15T09:00:00+00:00,74110.52,74176.49,73909.49,74011.69
BTC,BTCUSDT,2026-04-15T10:00:00+00:00,74011.7,74250.0,73789.5,73864.75
BTC,BTCUSDT,2026-04-15T11:00:00+00:00,73864.76,74256.44,73864.76,74201.78
BTC,BTCUSDT,2026-04-15T12:00:00+00:00,74201.78,74227.0,74051.64,74094.25
ETH,ETHUSDT,2026-04-14T14:00:00+00:00,2391.51,2415.5,2352.59,2353.05
ETH,ETHUSDT,2026-04-14T15:00:00+00:00,2353.05,2372.12,2332.72,2364.63
ETH,ETHUSDT,2026-04-14T16:00:00+00:00,2364.62,2371.48,2329.56,2334.0
ETH,ETHUSDT,2026-04-14T17:00:00+00:00,2334.0,2345.49,2323.66,2338.37
ETH,ETHUSDT,2026-04-14T18:00:00+00:00,2338.37,2344.69,2309.28,2313.89
ETH,ETHUSDT,2026-04-14T19:00:00+00:00,2313.89,2322.73,2302.9,2313.32
ETH,ETHUSDT,2026-04-14T20:00:00+00:00,2313.32,2322.73,2308.53,2315.1
ETH,ETHUSDT,2026-04-14T21:00:00+00:00,2315.1,2326.21,2314.87,2323.72
ETH,ETHUSDT,2026-04-14T22:00:00+00:00,2323.72,2332.35,2311.75,2314.99
ETH,ETHUSDT,2026-04-14T23:00:00+00:00,2314.99,2326.65,2314.32,2322.44
ETH,ETHUSDT,2026-04-15T00:00:00+00:00,2322.44,2342.76,2321.63,2333.81
ETH,ETHUSDT,2026-04-15T01:00:00+00:00,2333.8,2342.6,2331.18,2335.66
ETH,ETHUSDT,2026-04-15T02:00:00+00:00,2335.66,2338.02,2317.56,2324.77
ETH,ETHUSDT,2026-04-15T03:00:00+00:00,2324.78,2329.39,2320.57,2328.81
ETH,ETHUSDT,2026-04-15T04:00:00+00:00,2328.82,2334.7,2328.0,2333.44
ETH,ETHUSDT,2026-04-15T05:00:00+00:00,2333.43,2338.23,2314.0,2319.45
ETH,ETHUSDT,2026-04-15T06:00:00+00:00,2319.44,2321.02,2314.99,2317.37
ETH,ETHUSDT,2026-04-15T07:00:00+00:00,2317.37,2323.53,2308.5,2316.62
ETH,ETHUSDT,2026-04-15T08:00:00+00:00,2316.62,2333.0,2314.07,2327.4
ETH,ETHUSDT,2026-04-15T09:00:00+00:00,2327.4,2329.62,2318.47,2319.95
ETH,ETHUSDT,2026-04-15T10:00:00+00:00,2319.95,2328.52,2312.15,2316.64
ETH,ETHUSDT,2026-04-15T11:00:00+00:00,2316.65,2339.42,2316.65,2337.43
ETH,ETHUSDT,2026-04-15T12:00:00+00:00,2337.42,2339.84,2331.96,2333.14
