source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-15T12:07:09.266452+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-15T12:07:10.029908+00:00
Bybit,USDT,0.008208,2.99592,8000000.0,No VIP,hourly,2026-04-15T12:07:11.332807+00:00
Backpack,USDT,0.008003122205704706,2.921139605082218,50000000.0,Public,annual,2026-04-15T12:07:12.122547+00:00
Binance,USDC,0.006952999999999999,2.537845,100000.0,VIP0,daily,2026-04-15T12:07:09.266673+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-15T12:07:10.029974+00:00
Bybit,USDC,0.0068732952,2.508752748,3500000.0,No VIP,hourly,2026-04-15T12:07:11.332839+00:00
Backpack,USDC,0.004516307388816346,1.6484521969179662,300000000.0,Public,annual,2026-04-15T12:07:12.122590+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-15T12:07:11.332955+00:00
Binance,BTC,0.00112,0.40879999999999994,60.0,VIP0,daily,2026-04-15T12:07:09.267682+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-15T12:07:10.030225+00:00
Bybit,BTC,0.0011195376,0.40863122399999996,300.0,No VIP,hourly,2026-04-15T12:07:11.332962+00:00
Backpack,BTC,0.0006106959315181658,0.2229040150041305,3000.0,Public,annual,2026-04-15T12:07:12.122625+00:00
Binance,ETH,0.00769,2.80685,400.0,VIP0,daily,2026-04-15T12:07:09.267763+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-15T12:07:10.030311+00:00
Bybit,ETH,0.007571107200000001,2.7634541280000002,2000.0,No VIP,hourly,2026-04-15T12:07:11.332969+00:00
Backpack,ETH,0.00507657837398166,1.8529511065033057,20000.0,Public,annual,2026-04-15T12:07:12.122638+00:00
