symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,74203.0,1485303944765.0,-0.2745910001654951
ETH,Ethereum,2335.76,281905559869.0,-1.6433684287251165
USDT,Tether,1.0,185500031417.0,-0.004172531635931296
XRP,XRP,1.36,83575902981.0,-0.5213259044586005
BNB,BNB,619.98,83565093716.0,0.577472660296459
USDC,USDC,0.999876,78643886871.0,0.011977429672534562
SOL,Solana,83.59,47973829941.0,-2.659478829293588
TRX,TRON,0.322167,30549695034.0,0.2778845171953151
FIGR_HELOC,Figure Heloc,1.028,17191101173.0,0.0810507022689873
DOGE,Dogecoin,0.093447,14353050333.0,-0.9459825983272117
