protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDT,2.344711647408284,,2.25049,3.402706966756814,1115561464.0,,,76.96017281604851,9504234150.0,8803922160.0,1054593374.6950147,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.173800+00:00
Aave,Ethereum,USDC,2.3720915117166244,,2.26724,3.4226180611246395,793363609.0,,,77.40288856052334,7498477575.0,6998579070.0,739274835.3063551,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.173836+00:00
Aave,Ethereum,PYUSD,1.7043693277984107,,1.68999,3.4914128234780586,72306520.0,,,54.71655279920831,499949230.0,299969538.0,72303029.49584518,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.173973+00:00
Aave,Ethereum,USDS,0.07078095469991899,,0.07076,5.668799130009534,52434552.0,,,1.7109691136888454,79966050.4,75967747.88,52431358.7576091,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.174024+00:00
Aave,Ethereum,DAI,2.7100930345278473,,2.67402,4.5002914714886995,27687855.0,,,80.99640683887493,199937840.0,179944056.0,27699599.879566003,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.174100+00:00
Aave,Arbitrum,USDC,1.6400156147824614,,1.61748,2.8748315092904897,95119047.0,,,63.77137081754143,512245173.654,386858593.962,94484354.51585408,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.173945+00:00
Aave,Base,USDC,2.863417438074964,,2.97275,4.0398182218120215,67611104.0,,,79.20696544029117,685162115.292,484973184.35,75099383.59651163,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.173990+00:00
Aave,Arbitrum,DAI,1.8227419855108271,,1.80633,3.7257170711975394,1609349.0,,,65.84393747025827,9811248.3144,7478140.46256,1609444.9590186574,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-15T12:07:14.174970+00:00
Spark,Ethereum,USDT,3.04,,3.04,,871398621.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-04-15T12:07:14.173827+00:00
Spark,Ethereum,USDC,3.75,,3.75,,405306204.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-04-15T12:07:14.173864+00:00
