asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6365136278.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.56349,3.56349,,3462631165.0,DefiLlama API
USDC,maple,Ethereum,4.21259,4.21259,0.0,3393376236.0,DefiLlama API
USYC,circle-usyc,BSC,3.34617,3.34617,,2554405513.0,DefiLlama API
USDT,maple,Ethereum,3.63006,3.63006,0.0,2281862438.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.5769,3.5769,,1118822914.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,807707827.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.66607,3.66607,,667946696.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,587249239.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.23581,3.23581,,559029597.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.54602,3.54602,,525994785.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.23581,3.23581,,507975804.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.78704,,2.78704,503697676.0,DefiLlama API
USDC,jupiter-lend,Solana,3.55648,2.52117,1.03531,453428868.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357370433.0,DefiLlama API
USDD,justlend,Tron,4.38614,0.00098,4.38516,341422267.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,6.84,6.84,,257397871.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,245661921.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,204573077.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.82,2.78,1.04,188711118.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180054622.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,177802904.0,DefiLlama API
USD1,lista-lending,BSC,0.79201,0.79201,0.0,138530569.0,DefiLlama API
USDT,justlend,Tron,1.58621,1.58621,0.0,127249422.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.92,3.37,1.55,126609712.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124969958.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123788104.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.91585,4.91585,,122505438.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.54587,3.54587,,111241715.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.34617,3.34617,,110225629.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.18259,1.68887,4.49372,107863781.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,104271469.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.35786,1.82643,2.53142,96895288.0,DefiLlama API
USDT,venus-core-pool,BSC,1.93474,1.93474,0.0,92939143.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.64011,6.64011,,88053965.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.77878,2.77878,,84757078.0,DefiLlama API
SDAI,sdai,Gnosis,4.32075,,,84071468.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.28237,1.48178,4.80058,79999883.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.43246,3.43246,,79781556.0,DefiLlama API
GTUSDA,gauntlet,Base,4.4887,4.4887,,74017746.0,DefiLlama API
USDT,venus-flux,BSC,6.9,1.23,5.67,69729122.0,DefiLlama API
U,lista-lending,BSC,0.32605,0.32605,0.0,69338147.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.33659,2.321,0.01558,68416220.0,DefiLlama API
STCUSD,cap,Ethereum,7.61832,,,68162091.0,DefiLlama API
SFRAX,frax,Ethereum,1.24962,1.24962,,65359409.0,DefiLlama API
USDC,avantis,Base,10.98096,10.98096,,62715602.0,DefiLlama API
STUSDT,stusdt,Tron,3.61166,,,62660899.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.13387,5.13387,,62033451.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.26548,11.26548,,58121237.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.81389,0.81389,,52257692.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.1943,3.1943,,51638123.0,DefiLlama API
SUSDU,unitas,Solana,10.20712,10.20712,,49278841.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.00529,12.00529,0.0,47746130.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.55831,4.55831,,45930325.0,DefiLlama API
USDC,euler-v2,Ethereum,3.5542,3.5542,,41394962.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24715,3.24715,,41145278.0,DefiLlama API
EARNAUSD,upshift,Monad,10.47828,5.27608,5.2022,38572779.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06449,10.06449,,37246240.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37191568.0,DefiLlama API
USCC,superstate-uscc,Solana,4.91585,4.91585,,35297201.0,DefiLlama API
YUSD,aegis,Ethereum,3.39,,,34294487.0,DefiLlama API
USDX,clearpool-lending,Flare,3.4986,3.4986,0.0,33881641.0,DefiLlama API
