asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.00112,0.40879999999999994,60.0,taoli,2026-04-15T12:07:09.267682+00:00
ETH,0.00769,2.80685,400.0,taoli,2026-04-15T12:07:09.267763+00:00
USDC,0.006952999999999999,2.537845,100000.0,taoli,2026-04-15T12:07:09.266673+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-15T12:07:09.266452+00:00
