asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5526617819.0,DefiLlama API
USDC,maple,Ethereum,4.6755,4.6755,0.0,3002905738.0,DefiLlama API
USYC,circle-usyc,BSC,3.18308,3.18308,,2793003397.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.19273,3.19273,,2044968643.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56987,3.56987,,1120653447.0,DefiLlama API
USDT,maple,Ethereum,4.5557,4.5557,0.0,1045816777.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,809021245.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.29711,3.29711,,801645746.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.2288,3.2288,,559060381.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.2288,3.2288,,508804558.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.28673,,3.28673,508255358.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,480250606.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.24728,4.24728,0.0,469251607.0,DefiLlama API
USDC,jupiter-lend,Solana,4.25447,3.14841,1.10606,426316082.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,358042893.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.24709,4.24709,0.0,352828322.0,DefiLlama API
USDD,justlend,Tron,4.01549,0.00048,4.01502,316021523.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.25,7.25,,269386203.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,262456521.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.41288,2.41288,0.0,247291145.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.23452,1.39247,3.84205,247291140.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,240191581.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53899,3.53899,,231618808.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.26,3.26,1.0,194652830.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53884,3.53884,,189077748.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180340148.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.82758,1.82758,0.0,170373150.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.32815,1.82815,3.5,170373147.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.50638,2.50638,0.0,166879380.0,DefiLlama API
REUSD,re,Ethereum,6.66137,6.66137,,166427846.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.15396,3.15396,0.0,153302110.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.35354,4.35354,,149518741.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,2.93156,2.38138,0.55018,140681179.0,DefiLlama API
USD1,lista-lending,BSC,0.77124,0.77124,0.0,138515230.0,DefiLlama API
USDT,justlend,Tron,1.29267,1.29267,0.0,133289263.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.15363,3.15363,0.0,129502759.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124979704.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123989397.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.66,4.0,1.66,117032114.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,111874308.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.18308,3.18308,,110300997.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,3.56018,3.56018,0.0,104320517.0,DefiLlama API
STCUSD,cap,Ethereum,5.53739,,,99460610.0,DefiLlama API
USDT,venus-core-pool,BSC,1.81252,1.81252,0.0,98430183.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.13465,2.61348,2.52117,91849876.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,10.9663,10.9663,,85643256.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.25932,5.25932,,83385304.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.13236,3.13236,,79809527.0,DefiLlama API
SDAI,sdai,Gnosis,4.3221,,,77749087.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,5.45672,2.05672,3.4,75150725.0,DefiLlama API
U,lista-lending,BSC,0.37687,0.37687,0.0,69318381.0,DefiLlama API
GTUSDA,gauntlet,Base,4.43411,4.43411,,67722304.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,3.1841,3.17065,0.01344,66763088.0,DefiLlama API
SFRAX,frax,Ethereum,1.24976,1.24976,,65365063.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99648,11.99648,0.0,64046165.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.40474,7.40474,,63660603.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.12331,2.32331,3.8,63324629.0,DefiLlama API
GTUSDT,morpho-blue,Katana,1.82848,1.82848,0.0,62957711.0,DefiLlama API
STUSDT,stusdt,Tron,3.5862,,,61072146.0,DefiLlama API
USCC,superstate-uscc,Solana,4.35354,4.35354,,58721569.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.4911,2.4911,,54034662.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,4.0,4.0,0.0,51939282.0,DefiLlama API
SENPYUSDCORE,morpho-blue,Ethereum,2.41524,2.41524,0.0,50165553.0,DefiLlama API
SENPYUSDCOREV2,morpho-blue,Ethereum,2.41544,2.41544,0.0,50148596.0,DefiLlama API
RLUSD,euler-v2,Ethereum,5.83293,1.94953,3.8834,50102151.0,DefiLlama API
USDC,avantis,Base,9.02994,9.02994,,48531337.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.88019,0.3407,4.53949,47864581.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.35712,0.35712,,46568066.0,DefiLlama API
SUSDU,unitas,Solana,10.49472,10.49472,,43774320.0,DefiLlama API
VBSHUSDC,morpho-blue,Ethereum,3.10149,3.10149,0.0,43423484.0,DefiLlama API
PLASMAUSD,veda,Plasma,4.04861,3.89307,0.15554,42777956.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.4977,5.4977,,40841330.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,1.22556,1.22556,0.0,39943900.0,DefiLlama API
SUSDU,unitas,BSC,9.97703,9.97703,,39823184.0,DefiLlama API
USDC,euler-v2,Ethereum,3.71263,3.71263,,38836679.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37248783.0,DefiLlama API
USDC,fluid-lending,Arbitrum,5.35,4.51,0.84,37186727.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,3.85,,,36701157.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.03,,,36632989.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.48591,4.48591,,36137624.0,DefiLlama API
EARNAUSD,upshift,Monad,7.96484,5.93434,2.03051,34854572.0,DefiLlama API
YUSD,aegis,Ethereum,3.08,,,34168999.0,DefiLlama API
USDC,venus-core-pool,BSC,1.84092,1.84092,0.0,32313959.0,DefiLlama API
