asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001118,0.40806999999999993,60.0,taoli,2026-05-02T12:02:42.757956+00:00
ETH,0.006273000000000001,2.289645,400.0,taoli,2026-05-02T12:02:42.758034+00:00
USDC,0.008043,2.935695,100000.0,taoli,2026-05-02T12:02:42.757447+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-05-02T12:02:42.757193+00:00
