ticker,symbol,chain_id,contract_address,price_usd,change_24h_pct,rsi14,sma6,sma24,range_24h_pct,onchain_volume_24h_usd,buy_volume_24h_usd,sell_volume_24h_usd,net_buy_24h_usd,liquidity_usd,holders,top10_holders_pct,smart_money_holders,smart_money_holding_pct,smart_signal_direction,smart_signal_count,smart_signal_value_usd,smart_signal_time_ms,smart_signal_status,stock_price_usd,reference_price_usd,premium_pct,market_status,reason_code,reason_msg
HOOD,HOODon,56,0x19601179a60f55ff6636f5d1a8b6671053bd60a8,94.61,-6.734715657402749,17.603967898362797,94.82159933333334,98.45042720833334,8.127582918300313,2308960569.2484736,349.73891228167764,0.0,349.73891228167764,,609,93.12114845485783,0,0.0,,,,,,94.61,94.61,0.0,closed,MARKET_CLOSED,Weekend or Holiday
RIOT,RIOTon,56,0xc4a88a72b848255fd24da3c1ad6755d980535fb1,22.511111,-6.171341098400523,26.358028976653458,22.545170666666667,23.379913625000004,7.130603368019028,327007375.1240567,0.0,0.0,0.0,,208,88.778452552394,,,,,,,,22.511111,22.511111,0.0,closed,MARKET_CLOSED,Weekend or Holiday
MARA,MARAon,56,0xd226d8170ee38793430c7dec6903df4b818bb74c,12.161429,-4.554169660770754,27.37264221905646,12.183701333333332,12.584912583333333,6.269337549922183,686546528.619737,0.0,33.490683893616634,-33.490683893616634,,250,95.96243008597588,,,,,,,,12.161429,12.161429,0.0,closed,MARKET_CLOSED,Weekend or Holiday
CRCL,CRCLon,56,0x992879cd8ce0c312d98648875b5a8d6d042cbf34,62.465,3.8055670959700874,56.14035087719294,62.30166666666668,62.28801387499999,1.1445151930361996,522199261.64290184,5370.018598614844,243130.4071924669,-237760.38859385205,,4741,83.74841289215885,0,0.0,,,,,,62.475,62.465,-0.016006402561019595,offhours,TRADING,
COIN,COINon,56,0xf8589b526fdd65f7f301c605a6e04f0f1b4b3620,157.755,-2.7114798683807906,29.60872836719335,158.10527766666667,160.2542199583333,4.616370334774955,,,,,,1301,,,,,,,,,157.755,157.755,0.0,closed,MARKET_CLOSED,Weekend or Holiday
