asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001054,0.38471000000000005,100.0,taoli,2026-07-25T14:43:15.729282+00:00
ETH,0.00612,2.2338,2000.0,taoli,2026-07-25T14:43:15.729320+00:00
USDC,0.011459,4.182535,500000.0,taoli,2026-07-25T14:43:15.728524+00:00
USDT,0.010482,3.8259300000000005,500000.0,taoli,2026-07-25T14:43:15.728394+00:00
