rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,41694577841.63473,-25.97074718,6354012094.534742,35340565747.09998
2,Coinbase Exchange,coinbase-exchange,852372399.6161735,-23.52650723,852372399.6161735,0.0
3,Upbit,upbit,447501465.0199516,-15.57367456,447501465.0199516,0.0
6,OKX,okx,15551698399.729961,-28.98044622,977332540.4495623,14574365859.2804
7,Bybit,bybit,8569873438.117066,-22.20377206,1075488638.1377637,7494384799.979303
8,Bitget,bitget,6027863066.339863,-7.73699349,358369274.0577478,5669493792.282115
9,Gate,gate,7847986539.164346,-31.20606971,854618872.4793102,6993367666.685036
10,KuCoin,kucoin,1792372220.104772,-20.0288779,641903301.3393846,1150468918.7653875
13,MEXC,mexc,9674287850.303764,-39.12389693,921216345.4660748,8753071504.837688
20,HTX,htx,1741266156.3257337,-29.40471629,845230512.9976639,896035643.3280698
