asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.52,3.52,,4692538207.0,DefiLlama API
USYC,circle-usyc,BSC,3.04856,3.04856,,2913651074.0,DefiLlama API
USDC,maple,Ethereum,4.86129,4.86129,0.0,2546489676.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.1245,4.1245,,1538924827.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107420267.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.569,3.569,,963102522.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,2.80334,2.80334,,870087170.0,DefiLlama API
USDT,maple,Ethereum,4.37331,4.37331,0.0,867717010.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.2279,3.2279,,821883701.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.3172,3.3172,,717738000.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.5379,3.5379,,653839521.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53816,3.53816,,634198350.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,533230403.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.19917,,2.19917,508970982.0,DefiLlama API
USDD,justlend-v1,Tron,4.00133,0.02082,3.98051,449375934.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.66699,4.66699,0.0,425909864.0,DefiLlama API
USDC,jupiter-lend,Solana,5.06358,4.33092,0.73266,414304609.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,4.57588,4.57588,,373688453.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.46761,4.46761,0.0,370678858.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.52,3.52,,360994116.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.68,7.68,,328579403.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.266,2.16919,3.09681,315085756.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.99138,2.54097,3.45041,280431312.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,4.57588,4.57588,,260493685.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.35327,2.6162,2.73707,258699994.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257782366.0,DefiLlama API
USDE,morpho-blue,Base,4.5,0.0,4.5,255866947.0,DefiLlama API
USDG,maple,Ethereum,5.05815,5.05815,0.0,222564756.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,210858460.0,DefiLlama API
USDS,sky-lending,Ethereum,6.24588,,6.24588,208973295.0,DefiLlama API
STEAKUSDG,morpho-blue,Robinhood Chain,8.46079,4.05674,4.40405,192774057.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.48,6.48,,189594134.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181643952.0,DefiLlama API
USDE,morpho-blue,Robinhood Chain,4.5,0.0,4.5,175270689.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,170720843.0,DefiLlama API
REUSD,re,Ethereum,6.1976,6.1976,,165618826.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,13.90485,13.90485,,154157052.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,6.08292,3.34604,2.73687,150123880.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.85,5.85,,139819447.0,DefiLlama API
USD1,lista-lending,BSC,0.54732,0.54732,0.0,137867366.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137353248.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.48,4.48,,135789914.0,DefiLlama API
USD1,dolomite,Ethereum,7.20492,1.43663,5.76829,135635186.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,123817261.0,DefiLlama API
AUSD,accountable,Monad,6.82949,6.5475,0.28199,111466891.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.2279,3.2279,,110691029.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.5,3.5,0.0,110012144.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.26543,8.26543,,97621145.0,DefiLlama API
USDC,accountable,Monad,17.77627,17.6,0.17627,94110979.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.04856,3.04856,,90953951.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.53473,3.53473,0.0,87447598.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.20039,4.20039,0.0,81358026.0,DefiLlama API
ETHENAUSDC,morpho-blue,Base,4.15068,4.15068,0.0,79914276.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.21292,4.21292,0.0,79911126.0,DefiLlama API
MSUSD,mainstreet,Ethereum,6.61774,6.61774,0.0,74374100.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.23889,3.72761,1.51128,71198443.0,DefiLlama API
USDC,midas-rwa,Ethereum,10.38,10.38,,70271772.0,DefiLlama API
STCUSD,cap,Ethereum,6.1032,,,68882158.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.38242,5.38242,,68149673.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.8323,6.8323,,66798846.0,DefiLlama API
USDT,venus-core-pool,BSC,2.3813,2.3813,0.0,65997785.0,DefiLlama API
SFRAX,frax,Ethereum,1.24975,1.24975,,65125802.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.28136,2.46671,0.81465,63291577.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.1986,3.1986,,61422859.0,DefiLlama API
STUSDT,stusdt,Tron,3.48564,,,60044469.0,DefiLlama API
SDAI,sdai,Gnosis,4.34114,4.34114,,58176140.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,8.26,,,56921800.0,DefiLlama API
GTUSDA,gauntlet,Base,4.78089,4.78089,,52249259.0,DefiLlama API
USDC,centrifuge-protocol,Base,4.57588,4.57588,,50231215.0,DefiLlama API
U,lista-lending,BSC,1.24545,1.24545,0.0,49855390.0,DefiLlama API
USDT0,fluid-lending,Plasma,5.11,4.64,0.47,46152600.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.67163,2.65991,0.01173,45351821.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,5.06117,5.06117,0.0,41289951.0,DefiLlama API
SUSDU,unitas,BSC,9.97073,9.97073,,41119899.0,DefiLlama API
HYPERUSDCA,morpho-blue,Monad,11.32154,10.13809,1.18345,38818095.0,DefiLlama API
AUSD,euler-v2,Monad,7.5293,5.0293,2.5,38636717.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.93858,5.93858,,38525978.0,DefiLlama API
USDC,fluid-lite,Ethereum,8.08,,,37096257.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.81,,,36415767.0,DefiLlama API
VUSD,curvance,Monad,0.77706,0.0,0.77706,36074491.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,4.91212,4.87698,0.03514,35999177.0,DefiLlama API
USDC,goldfinch,Ethereum,10.21226,10.21226,,35957801.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.81283,0.61047,4.20237,35617883.0,DefiLlama API
USDC,fluid-lending,Arbitrum,5.74,5.74,,35339566.0,DefiLlama API
CTDEFIUSDT,concrete,Ethereum,2.70992,2.70992,,34214845.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,5.81,,,34157173.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,34129241.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.26613,3.26613,,33248821.0,DefiLlama API
SFRXUSD,frax,Ethereum,4.09883,4.09883,,32261789.0,DefiLlama API
MSUSD,vesper,Ethereum,1.68,1.68,0.0,31921779.0,DefiLlama API
USDG,aave-v4,Ethereum,0.80456,0.80456,,31857334.0,DefiLlama API
USDT,justlend-v1,Tron,3.52372,3.52372,0.0,31056325.0,DefiLlama API
GUSDTQ,morpho-blue,Ethereum,3.33712,3.33712,0.0,30759018.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,5.12278,5.12278,,30558691.0,DefiLlama API
