exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,67168.6,67144.3,,,-0.00037128400091,8.0,-0.40655598099644996,30462.178200000173,USDT
OKX,ETH,2052.5,2051.5,,,0.00568479119955,8.0,6.2248463635072495,701775.5149999999,USDT
