asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001116,0.40734,60.0,taoli,2026-04-04T12:01:19.725100+00:00
ETH,0.005692,2.07758,400.0,taoli,2026-04-04T12:01:19.725180+00:00
USDC,0.008216,2.99884,100000.0,taoli,2026-04-04T12:01:19.724564+00:00
USDT,0.008503,3.1035950000000003,100000.0,taoli,2026-04-04T12:01:19.724326+00:00
