asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6731605524.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.52294,3.52294,,3523059155.0,DefiLlama API
USDC,maple,Ethereum,4.57146,4.57146,0.0,3147777549.0,DefiLlama API
USYC,circle-usyc,BSC,3.13984,3.13984,,2551968734.0,DefiLlama API
USDT,maple,Ethereum,3.7904,3.7904,0.0,1943976556.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56715,3.56715,,892688632.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.33223,3.33223,,827166973.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,806859111.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22605,3.22605,,559005174.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,536663642.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53623,3.53623,,525396920.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22605,3.22605,,507395100.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.74098,,2.74098,505534882.0,DefiLlama API
USDC,jupiter-lend,Solana,3.81975,2.54168,1.27808,461932058.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357049958.0,DefiLlama API
USDD,justlend,Tron,4.74736,0.001,4.74636,337752355.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,5.57,5.57,,281338818.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,249935962.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.72,2.85,0.87,207189535.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,186037893.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.75333,,,180409544.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,179873796.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.56737,3.56737,,148562881.0,DefiLlama API
USD1,lista-lending,BSC,1.82344,1.82344,0.0,138382050.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.13984,3.13984,,129896059.0,DefiLlama API
USDT,justlend,Tron,1.55243,1.55243,0.0,129078868.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.21547,4.21547,,128639285.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,125020079.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.44,3.0,1.44,124690451.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123658031.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53612,3.53612,,111280184.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.28414,1.6917,4.59244,107574824.0,DefiLlama API
USDT,venus-core-pool,BSC,1.71692,1.71692,0.0,104787186.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,104185746.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.92257,1.88755,3.03502,102578411.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.84618,5.84618,,94423414.0,DefiLlama API
SDAI,sdai,Gnosis,4.16278,,,87857485.0,DefiLlama API
STCUSD,cap,Ethereum,5.56304,,,78623247.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.34639,1.49894,4.84745,78385089.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.59993,3.59993,,77043888.0,DefiLlama API
GTUSDA,gauntlet,Base,4.3075,4.3075,,76768387.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.75496,2.75496,,75229058.0,DefiLlama API
U,lista-lending,BSC,0.46667,0.46667,0.0,69920275.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.31019,5.31019,,69859917.0,DefiLlama API
USDT,venus-flux,BSC,7.03,1.16,5.87,67380855.0,DefiLlama API
USDC,avantis,Base,8.69349,8.69349,,66434308.0,DefiLlama API
SFRAX,frax,Ethereum,1.24981,1.24981,,65339184.0,DefiLlama API
STUSDT,stusdt,Tron,3.63103,,,61679413.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.76647,2.76647,,61231965.0,DefiLlama API
USDC,kamino-lend,Solana,1.9664,1.9664,,60113265.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24077,3.24077,,58858820.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.20225,0.20225,,52267478.0,DefiLlama API
PLASMAUSD,veda,Plasma,2.59312,2.59312,,52257516.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.00529,12.00529,0.0,46867897.0,DefiLlama API
USDC,euler-v2,Ethereum,3.52982,3.52982,,41873564.0,DefiLlama API
SUSDU,unitas,Solana,14.31688,14.31688,,39895603.0,DefiLlama API
EARNAUSD,upshift,Monad,10.35233,4.9396,5.41273,38797374.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,0.81809,0.1918,0.62629,37534630.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37342958.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37260817.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49928,3.49928,0.0,35304508.0,DefiLlama API
