protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDT,2.0311128579083997,,2.01099,3.165781302535179,1370623923.0,,,71.684166613774,9499145000.0,8799208000.0,1370975537.7449956,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420466+00:00
Aave,Ethereum,USDC,2.555479956658219,,2.51563,3.5531414331764815,686692954.0,,,80.30375108689853,7499325000.0,6999370000.0,682298300.0914081,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420559+00:00
Aave,Ethereum,PYUSD,1.7601868968391716,,1.74488,3.538873855027379,115040450.0,,,55.7482547827585,500072740.0,300043644.0,115045219.66046683,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420692+00:00
Aave,Ethereum,USDS,0.08707007634757619,,0.08703,5.672179076622824,50385159.0,,,2.1033151938924624,79970397.6,75971877.72,50371972.688075125,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420863+00:00
Aave,Ethereum,DAI,2.4927299558960847,,2.45989,4.314476309107496,31232878.0,,,77.72156663416384,199982266.0,179984039.4,31180821.044719025,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420956+00:00
Aave,Arbitrum,USDC,1.4163355012575742,,1.40625,2.670406454100461,110939360.0,,,59.29589399030619,512243647.0,386857441.0,110909910.01655763,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420718+00:00
Aave,Base,USDC,2.630198455308813,,2.59355,3.8708475850704858,89354057.0,,,75.95613655255458,685130075.34,484950505.75,89145288.1466508,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.420758+00:00
Aave,Arbitrum,DAI,1.9094936291345839,,1.89149,3.814170120497641,1506984.0,,,67.37812993009572,9812415.1216,7479029.80384,1508179.4597993512,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-04T12:01:27.422151+00:00
Spark,Ethereum,USDT,3.04,,3.04,,893807078.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-04-04T12:01:27.420542+00:00
Spark,Ethereum,USDC,3.75,,3.75,,386665768.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-04-04T12:01:27.420604+00:00
