source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008503,3.1035950000000003,100000.0,VIP0,daily,2026-04-04T12:01:19.724326+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-04T12:01:20.967941+00:00
Backpack,USDT,0.00780430308446202,2.8485706258286374,50000000.0,Public,annual,2026-04-04T12:01:23.537600+00:00
Binance,USDC,0.008216,2.99884,100000.0,VIP0,daily,2026-04-04T12:01:19.724564+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-04T12:01:20.968000+00:00
Backpack,USDC,0.004080127189065613,1.4892464240089487,300000000.0,Public,annual,2026-04-04T12:01:23.537657+00:00
Binance,BTC,0.001116,0.40734,60.0,VIP0,daily,2026-04-04T12:01:19.725100+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-04T12:01:20.968313+00:00
Backpack,BTC,0.0005059964817359362,0.1846887158336167,3000.0,Public,annual,2026-04-04T12:01:23.537699+00:00
Binance,ETH,0.005692,2.07758,400.0,VIP0,daily,2026-04-04T12:01:19.725180+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-04T12:01:20.968462+00:00
Backpack,ETH,0.0033667483726959897,1.2288631560340362,20000.0,Public,annual,2026-04-04T12:01:23.537713+00:00
